Date,Description,Name,Reting,rating_count,reviews_count
" September 5, 2016",Lots of ambiance! Service was great! Food and drinks terrific too!,Kim O.,5,21,7
 Invalid date,This place is great! Service is always amazing and the decor and menu choices are wonderful. Perfect date spot.,Damian B.,5,2,1
 Invalid date,My friend and I had a great time at Flute and enjoyed the music on Wednesday night. Staff were friendly and attentive.,Linda F.,5,1,1
" January 21, 2018",Very professional and good service.,Melanie V.,5,3,1
" December 30, 2017","Very nice atmosphere.  Service was very good. Only one bartender and server, so wait was slightly longer than expected.  Our party was enjoying the warmth on a bitterly cold night so no complaints!  Will definitely be returning.",Mozelle G.,4,12,4
" December 20, 2017",I’d just love to say this was the best thing about our trip to NYC Shaq are host was amazing! A lovely surprise to a wonderful night! Will come back this Groupon was a steel! Don’t sleep!,Steven N.,5,16,3
" November 24, 2017",The service was efficient and friendly. Def will return,Kit W.,5,1,1
" October 15, 2017",A bit too loud,Hiroyuki Y.,3,5,3
" August 25, 2017",I ENJOYED IT WAS SUCH AN EXPERIENCE WITH MY HUSBAND WE WERE THE ONLY ONE THERE AND WE WERE IN THE CITY AND JUST PASSED BY WE REALLY ENJOYED I BELIEVE HIS NAME WAS ANDEREW OR ANDRE HE WAS SO ATTENTIVE AND RESPECTABLE AND PROFESSIONAL,Evette B.,5,123,70
" April 22, 2017","Cute place, nice Groupon offering.",Jen,5,1,1
" April 14, 2017","The atmosphere is charming, very relaxing with the live jazz on Wednesday with bubbly & food what more could one ask for...",Carol T.,4,37,31
" April 11, 2017",Loved every minute at their bar! Toni was absolutely brilliant and made the whole night! The cheese plate was also lovely! Thanks!,Alexis M.,5,1,1
" March 21, 2017",cool ambiance for a pre dinner drink,David F.,5,21,10
" February 23, 2017","Appetizer portions were huge and great value for the price.  One appetizer would have been more than adequate for two of us, but we each ordered an appetizer to go with our champagne and couldn't eat everything.  Tasty and delicious!  However, the house champagne was a bit too sweet for our taste.",Mary B.,4,25,20
" February 17, 2017",I LOVE THIS PLACE......THERE IS CONSISTENCY OF the staff Mr Sheik....they are just soooo great,Seleste B.,5,6,4
" January 17, 2017",we had a lovely evening and will visit again soon,Amy P.,5,8,3
" January 5, 2017","My husband and I wanted to find a romantic,comfy,evening AND BOY IS THIS THE PLACE!!!! A speakeasy syle place private areas to be put in JUST LIKE THE MAFIA STYLE BACK IN PROHIBITION TIME...The bartender and the waiter both gentlemen HAD AWSOME CUSTOMER SERVICE!!!!! IM GOING BACK ... CUSTOMER SERVICE WAS awesome....im gonna spread the word!!!!!",Seleste B.,5,6,4
" December 31, 2016",Quaint little place with lots of cozy spaces and tasty drinks. Appetizers good but limited choices,Jennifer K.,5,4,3
" November 30, 2016",Great drinks and great bart,Sharon M.,4,56,22
" November 19, 2016",Greg was an amazing ambassador for Flute! I am now going to be a regular!!,William R.,5,10,5
" November 15, 2016",We went on a Sunday evening so it was very quiet inside however I loved the décor.  It is dark with velvet lounge seating.  There is also a bar that you can sit out.  Drinks are pricey but I loved the atmosphere so would definitely go back!,Kristen T.,4,5,2
" October 27, 2016",One of my favorite places in NYC!,Alyssa A.,5,49,16
" October 10, 2016",Yum yum yum go for it,Bailee M.,5,28,4
" August 31, 2016",The hostess and waitress were quite kind and lovely. We had a great time!,Nkirote M.,4,1,1
" July 26, 2016",Loved the atmosphere the service everything,Janet L.,5,7,2
" July 4, 2016",Cheik was awesome!!!!,Phil L.,5,32,5
 Invalid date,Good place for a date.,Scott W.,5,3,2
 Invalid date,Wonderful experience! I've already made a date to meet friends at Flute Gramercy.,Kathleen M.,5,3,1
 Invalid date,"The staff was really nice, but they could have been a bit more attentive.",Fay S.,5,1,1
 Invalid date,Atmosphere was great! Loved the feel of the bar however they lost my reservation but were quick to accommodate me. Then the waitress made me feel bad when I told her I was using the groupon on a Saturday night even though I specifically called ahead of time to ask. Although there were little bumps in service I would still go back.,Justine D.,5,9,4
 Invalid date,"Flute is outside my normal price range, so it was great to find a Groupon that let me go. I had a great time there and treated two of my bridesmaids to champagne and cheese.",Laura C.,5,4,1
 Invalid date,"Please be advised that, although the terms and conditions state that you will be able to upgrade your bottle, this is not the case.  You WILL be locked into the Cava of their choice, and will have to buy a different bottle at full price if you want.",Peter F.,1,1,1
 Invalid date,Waited 25 minutes for the waitress and never received the cheese plate that was supposed to go w the wine.,Karla M.,1,9,2
