Date,Description,Name,Reting,rating_count,reviews_count,label
" January 12, 2019",Great service and excellent foods like their empanadas.,Liza.violago,5,15,4,1
" January 11, 2019",Food is great and service excellent.,Robert D.,5,6,2,1
" January 11, 2019",My daughter and I had the most delicious dinner and the service was wonderful.,Catherine P.,5,20,8,1
" January 5, 2019",Awesome food and service in a relaxed environment .,Patricia T.,5,7,3,1
" December 28, 2018",The food is well prepared and presentation is was very nice. The owner comes out to help customers and provide explanations about the food and wine choices. I would definitely go back .,Roseann D.,5,109,74,1
" December 22, 2018",It was truly delicious !!! It had such a welcoming atmosphere and if that doesn't do it for you ... The waiters are very nice and hospitable. The chef Mr. Carlos is a delight and very passionate about the dishes on his menu which is a welcome change to just going to a restaurant and not engaging with the chef or the waitors. My husband and I really enjoyed our experience here.,JENNIFER R.,5,16,6,1
" December 21, 2018",Excellent food and service!,Olga L.,5,18,3,1
" December 18, 2018",Wonderful!!,Melissa M.,5,7,5,1
" December 10, 2018",Great food.,D M.,4,4,1,1
" December 3, 2018",Great service and food,Kelly D.,5,21,1,1
" December 2, 2018",Absolutely love Vinoco!!! The food and service is always over and above what’s expected.,Joanne,5,3,1,1
" November 17, 2018","We love vinoco, the food and service are the best!!!",Geroli G.,5,2,1,1
" November 14, 2018",The mango shrimp quesadilla alone was worth going back for!  Service excellent.  The fried iris were also excellent.,Joan E.,4,40,32,1
" November 13, 2018","The food was amazing and the service was great. The restaurant is pretty small with a limited number of seats, but the food is definitely worth the wait. For an added bonus, try the desert empanadas.",Bill D.,5,4,3,1
" November 13, 2018","Always enjoy myself hear, great food, beautiful ambiance and the best service in LI. The hostess/waiter made the visit extra special.",Tekesha B.,5,2,1,1
" November 12, 2018","Love the food, the ambience, and the music!",Aaron C.,5,1,1,1
" November 10, 2018",Great food,Robin M.,5,69,30,1
" October 26, 2018",Service and food was outstanding.  Will definitely go back.,Ivy F.,5,7,5,1
" October 19, 2018",Just ok,Carol V.,3,28,14,0
" October 15, 2018",Great little local restaurant food is delicious!,LISSETTE F.,5,2,2,1
" October 13, 2018",Great place; quiet; changes menu seasonally; tapas,Lisa M P.,4,1,1,1
" October 13, 2018",T+B46he food was excellent as well as the service. I would definitely recommend and return.,Chris C.,5,5,2,1
" October 8, 2018","The food is good, but the service needs improvement.  One server is tending to 8 tables in the small restaurant.  It took a while for the server to take our order, however, the food came out quickly.  There is a help wanted sign on the front window.",Shirley L.,3,13,6,0
" October 6, 2018",Waitstaff very attentive and friendly.  The good was great.,Helane,5,1,1,1
" October 6, 2018","My server was. Excellent ,friendly. Good was super. Great. Time. Highly recommend  this place",Pat G.,5,11,5,1
" October 5, 2018",Always so good. I’ve visited twice this year already. This was my 3rd time and could actually use the Groupon. I always forget about it. Such a great spot with fantastic flavors. Great service.,Tanya S.,5,13,8,1
" June 11, 2018","The food was amazing and the service was both friendly and efficient.  I highly recommend the empanadas, each one we tried was delicious and the fried oreos for dessert was a great way to end the evening.",Lori B.,5,38,26,1
" September 20, 2018",Great food and fantastic service! Will definitely be going back.,Casey W.,5,8,3,1
" September 12, 2018","Great food, atmosphere , and service.  Definitely a return for us..",Robert R.,5,23,10,1
" September 8, 2018",Amazing food and staff!,Diana D.,5,1,1,1
" August 22, 2018",great food !!,Patricia T.,5,7,3,1
" August 19, 2018",Love this place,Melissa A.,5,4,4,1
" August 18, 2018",Vinoco was an amazing experience. I went with family and each of us kept saying that we would definitely come back. Our server Joe made us feel welcome and gave excellent recommendations. I had an issue with one of the dishes we ordered and Chef Roman immediately fixed up another dish. I will recommend this place to every person I know. Great tapas place to impress people with!,Ronny A.,5,1,1,1
" August 12, 2018","Excellent service, delicious food and wine, nice ambience! The empanadas are stand out! Would definitely return!",Lori S.,5,12,7,1
" August 11, 2018",Love this place. Excellent service and even better food.,Lindsay M.,5,1,1,1
" August 6, 2018",Food was absolutely amazing!  Everything we had was delicious.  We will definitely be back all the staff was also very friendly.  Our server Joe made excellent recommendations off the menu.  100% go here!!!,Nicholas M.,5,5,2,1
" August 6, 2018",Very delicious food and great service. Highly reccomend.,Kevin M.,5,8,4,1
" August 3, 2018","Great, eclectic cuisine. Service was terrific as well. The seafood paella was incredible.",Grant W.,5,12,7,1
" July 25, 2018",Delicious as usual!,Emily H.,5,6,2,1
" July 16, 2018",Fantastic food and service as always.,Eri D.,5,7,2,1
" July 14, 2018",Food and,Elizabeth S.,4,6,2,1
" July 4, 2018",Excellent dining experience. Food is outstanding and authentic,Marianne M.,5,8,8,1
" June 25, 2018",Amazing place,Abdel B.,5,7,2,1
" June 22, 2018",Amazing empenadas and churros,Dean S.,4,18,5,1
" November 2, 2018","we ordered dinner take out as this was part of the option in the groupon we purchased. Vinoco gave us such hard time for redeemed the groupon when we placed the dinner order to go via telephone. we explained and read the fine print on the groupon to them. after 10 mins, the manager from Vinoco ""approved"" the order. However, they gave us more hard time when we pick up the food. We presented a print out of groupon and was told it was not good enough. They insist to see a copy of e mail confirmation from groupon for this purchase which I never had to do so with other vendors. Vinoco acted like they do not wanted to accepted the groupon. After some very frustrated exchange with Vinoco, they final accepted the groupon. NEVER AGAIN!",Angela Y.,1,6,5,0
" June 13, 2018",Fabulous empanadas and sangria!  And an outdoor patio!,Lillian C.,5,52,45,1
" June 13, 2018","The service was excellent by Hugo. The quality of the food & flavors wonderful. We had 4 dishes each had different flavors that were vibrant.Can't wait to go back. Menu is very diverse & flavorful.

Only issue for some would be bathroom isn't ADA handicap accessible.Toilet very low & paper very high with no grip bar either.",Maria S.,5,4,4,1
" June 9, 2018",The food was outstanding and the staff is wonderful.,Debbie A.,5,5,4,1
" June 3, 2018",Always delicious!,Nina P.,5,16,8,1
" September 5, 2018","We had a groupon for vinoco & decided to use it the other night. It was 7:45 & we called to see what time the kitchen closed, they said 9pm so we stopped in to get a quick bite & drinks. We walked in the door & were “greeted” by a nasty man who didn’t say hello he just said “we close at 9”. We couldn’t believe how rude that was. The sangria was rancid so we sent it back. Will never come back here.",Jill T.,2,9,1,0
" May 31, 2018",Delicious,Kevin M.,5,8,4,1
" May 28, 2018",Food was good and sangria was ok,Marissa J.,4,3,2,1
" May 26, 2018",Always excellent,Gaspare L.,5,6,3,1
" May 25, 2018",Great food and prompt service! Unique variety of tapas. Definitely worth a try. Will go back!!,Thara G.,5,24,2,1
" July 22, 2017","Great tapas, empanadas are good as well as the sangria. I recommend sticking to their small plates. We had the paella and it wasn't that good especially when compared to the tapas",David S.,4,9,6,1
" May 23, 2018",Great food. And Hugo is there to make your dinner experience very pleasant. Thank you Hugo!!,Aida G.,5,10,4,1
" October 5, 2016","Cute place with friendly, helpful staff, good tapas and a nice sangria and wine list.",Steve B.,5,1,1,1
" December 22, 2016",This place is super cute and the ambiance is cozy. The food and sangria were amazing and the service was great too! We'll definitely be going back.,Deirdre A.,5,9,2,1
" February 16, 2017",Cute little restaurant with an interesting eclectic menu. Nice sangria excellent empanadas great assortment of skewers nicely spiced. Good service. Will definitely visit again.,Harriet J.,4,1,1,1
" September 23, 2016","The Service was excellent and the Sangria delicious. Just the food is absolutely overpriced and not to recommend. We got a ""grill platter for 2"" which had in total 9 skewers with two little meat pieces each on it and 4 little pieces of yucca and a few fries.Very small portions and the menu has a  weird mix for a wine bar. Empanadas, potstickers, rolls, .... The name Wine Bar & Tapas is misleading.",Stefanie H.,3,26,12,0
" May 5, 2018","Food is great, wine selection is fantastic. Atmosphere is perfect for date nights. Will be going back",Mike H.,5,1,1,1
" May 4, 2018","WE ARE REPEAT CUSTOMERS, LOVE YOU HUGO!",Annemarie P.,5,65,43,1
" October 10, 2016",Good service. The empanadas were delicious.  We had the parrillada and it grilled perfectly.,Patricia R.,4,3,3,1
" April 8, 2017",Delicious food...great waitress...lovely ambiance...terrific sangria!,Laurie D.,5,1,1,1
" July 23, 2017",Great food.  Good sangria.  Service can be faster.,Lorena O.,5,24,3,1
" July 22, 2017",Great food served with a smile and amazing watermelon sangria. Tapas style allows you to try a variety of items including empanadas and daily specials.,Lori B.,4,38,26,1
" November 10, 2016",Very good Tapas and the service was fine.,Ann V.,4,28,23,1
" November 7, 2016",Great tapas! Cute place and great service!,Peggy H.,5,10,1,1
" September 15, 2016",Tapas are excellent and the staff is consistently friendly and helpful. A favorite place for a lighter meal.,Mark B.,5,51,22,1
" September 15, 2017",Empanadas are delicious ! Mushroom Mac and cheese is to die for !!!,Alyse M.,4,10,5,1
" August 19, 2016","So I finally got excited for finally a girls night out as it has been over a year of dinner and drinks. 

Found this place from Yelp and it showed good reviews - great thing was there was also a Groupon for this - I felt like a winner. 

Well 1st off I did not feel like a winner when we got there. The place had some people but for a Saturday it was definitely light. 

The waiter we had seemed very flustered and very aggressive when he spoke which is not what you want from a waiter. We asked for recomendations on which Sangria's tasted good and the comment was kind of rude.. Comment was similar to Well the Sangria has to be good since its on the top of the menu.. 

Umm well not everything on the top of the menu means its good... 

So I ordered the Red Sangria and my other girlfriends ordered the white.
When the drinks came - boy was the taste a hit in the face. Not sure if it was the apples or something but it was bad - the apples tasted like moldy dish towels and the wine had that hint of taste too. It was pretty bad - we downed it anyways because our rule was to never waste alcohol. 

After that drink i just stuck it out with an old fashion glass of red wine. 
My girlfriend decided to still get fancy and try a flight of white - which when she asked if it was good - he said Yeah its white wines and thats why its on our board.. 

We then just wondered if thats just his personality to be snarky.

Food wise - things ordered:

HAM & TRUFFLED MUSHROOM FLATBREAD - really good, definitely enjoyed this the most

Steak Roll - was pretty tasty as well

PARRILLADA BOARD - skewers were ok - an we think there was a sausage (Chorizo) skewer which lacked flavor in all ways - tasted like it was boiled to death and left in water to lose even more flavor. 

One other note. The Groupon I purchased stated very clearly ""$40 Value Worth of Tapas: Valid Any Day, Dinner Only"". When I showed it to him he said ok no problem, I need the Groupon now. I had no problem giving it to him but when I mentioned oh today is Saturday - buy 1 drink get the other 1/2 off - he said oh you don't get that promotion because your using Groupon...In my head I said Ummm WTF! The Groupon clearly states on TAPAS.... but I decided not to fight it as I wanted to have a good night.

I was really hoping to find a nice tapas place closer to me but i guess the search will still remain.

I would not be coming back as I know places that are much better and less expensive.",Robin,1,3,2,1
" August 19, 2016",Great Food. Friendly Staff. Wonderful Sangria !,Giovanna F.,5,6,3,1
" October 7, 2016",The best tapas!,Vivian M.,5,18,8,1
" March 11, 2017","Nice place, great food and service. The seafood paella was great. Highly recommended!",BOB A.,5,13,4,1
" September 17, 2016","Joe was the best! His service and attenation was just right and he kept us immersed in fabulous food and wine. Definetly going back to try more menu items. Beautiful blend of food creations with spices, herbs and savory sauces. My compliments to the chef!!",J B.,5,5,4,1
" April 20, 2018",Lovely n gracious service. Seafood paella very good..enough for 3 adults as main course. Nice Sangria n empanada dessert item great. Varied menu.,Ilene B.,5,4,1,1
" December 21, 2016",It's a very pleasant restaurant with good service.  Menu is very creative.  Flavors are well balanced.,Jeffrey N.,4,7,4,1
" October 10, 2016",Excellent food and ambience and the staff was friendly and took the time to make some recommendations about the food and wine,Rossangely B.,5,29,4,1
" August 24, 2017",Warm welcome and very accommodating. Our waiter was one of the best waiters we ever had! Gladly explain menu and made great recommendations. The food was great and the sangria was on point. I will definitely go back again,Jeanette R.,4,13,4,1
" December 11, 2017",Amazing food and service.  Save room for dessert as the Oreos are to die for!,Sandra V.,5,8,6,1
" September 16, 2016",Amazing service and great food for a great price. Definitely going back again!,Ahmer S.,5,5,2,1
" April 5, 2017","F+B96ood was VERY over priced and wasn't very good at all. We ordered the chicken and chorizo paella. The pieces of chicken were very fatty and the chorizo was not a good chorizo, it was almost tasteless. They definitely DO NOT use high quality products although their prices would make you think otherwise. Not worth it without the groupon, thats for sure. The service was good so that is the only reason why I gave 3 stars.",Jessica G.,3,10,2,0
" February 10, 2018","Food was delicious and the staff was very accomodating. The empanadas, skewers and fried oreos are my favorite 😋",Maricar B.,5,8,1,1
" November 14, 2017",Very nice staff and amazing food .,Alicia R.,5,4,3,1
" January 26, 2017",the food the setting the atmosphere the service everything about it was excellent,William O.,5,119,48,1
" July 22, 2017","Friendly staff, very good food and a nice place to ejoy it in!",Andrew M.,5,20,12,1
" May 22, 2017","We enjoyed the food very much and the service wonderful. Our waiter was sweet and accommodating. We sat out on the patio which has a nice, simple charm to it.  The only negative was that the Sangria wasn't the best I have ever had. We had the red and it was just missing something.  Definitely needed more fruit.  But overall I highly recommend Vinoco.",CATHY M.,4,26,12,1
" July 10, 2017",The food is really good and the staff  there was so nice.,Abdel B.,5,14,6,1
" November 28, 2016",Good food. Nice staff. Crowded. Noisy. Had to wait a bit for the food. Smallish portions on some orders but delicious.,Anthony D.,4,31,29,1
" July 7, 2017",Excellent food and service,Kelly B.,5,16,2,1
" July 5, 2017",Great food and service! Defintely will go back!,Jenny T.,5,19,7,1
" October 27, 2016","Amazing food, excellent service (top notch), great ambience",Nerses K.,5,4,1,1
" June 15, 2017","Amazing food, amazing service! Lindsey totally took care of us, she was awesome!",Beny B.,5,2,1,1
" June 7, 2017","Repeat customer, fabulous food and service!",Annemarie P.,5,65,43,1
" April 27, 2017",The service was great. The food looked fabulous and tasted delicious! We will definately be back.,Daniel D.,5,6,1,1
" February 20, 2017",The food and services were great. I would visit this restaurant again.,Ashley Y.,5,1,1,1
" August 19, 2016",Great wait staff and incredible food. Good value too,Maria S.,5,3,1,1
" January 11, 2017","Been here many many time5! Food and service is always great!! Thank you, Hugo!!",Maria E.,5,6,4,1
" December 5, 2016","Awesome food, great service, A+",Pattie M.,5,3,2,1
" November 23, 2016",Great!!!! Excellent food and service!! I always leave happy and full.,Nya P.,5,2,1,1
" November 20, 2016","Excellent food, very good service. Small place",Gail M.,5,2,2,1
" January 19, 2018","The ambiance at Vinoco is perfect for a romantic date night!  Not only was the waitstaff very attentive, but the food was absolutely delicious!  I would highly recommend the 3 fish tacos -- it's an entree composed of a perfect mix of flavors!  We will definitely be visiting Vinoco again in the future!",Christine B.,5,14,3,1
" October 5, 2016","G+B119ood food and friendly, quick service",Hanna J.,5,2,2,1
" October 1, 2016",Good service and food,Aydee L.,4,23,15,1
" September 26, 2016",The food is interesting and very good and the service is very nice,SJ S.,5,26,9,1
" April 19, 2018",Very nice staff,Angela B.,5,17,5,1
" September 7, 2016",Great food and service,Phyllis K.,4,21,4,1
" September 19, 2017",Great customer service! Food was so flavorful!!!,Emily H.,5,8,3,1
 Invalid date,"Good empanadas and sangria. Caters to meat-eaters,vegetarian and pescetarians.Great local spot!",Antoinette B.,5,1,1,1
" August 17, 2017",The steak skewers are my favorite and we tried the steak tacos this time and they were fabulous.,Barbara P.,5,23,13,1
" February 11, 2017",Staff very friendly and made for a comfortable experience.,Joseph G.,4,15,8,1
" November 23, 2017","Absolutely amazing food, service was great than deteriorated after the food was served.",Anthony S.,5,5,3,1
" January 11, 2017","A little expensive for the portion they give you... nice place though, good service, and good flavors",Loretta L.,4,9,7,1
" December 2, 2016","The atmosphere was lovely, our waiter, Joe, was knowledgeable, helpful, and offered just the right amount of attention, and the food and wine were superb!! Will definitely return and tell others about the place.",Susan B.,5,8,4,1
" August 24, 2017",The food is always different & delicious!,Heidi M.,5,25,3,1
" June 10, 2017",Food was great! Quick service. Will return!,Kimberly D.,5,2,2,1
" April 20, 2017","Awesome food, always something new...the presentation of the food is terrific...I've already been here quite a few times, has never disappointed",Jesica G.,5,8,3,1
" November 10, 2016",Excellent food.,Yas O.,5,4,2,1
" August 3, 2016","The shrimp mango quesadillas was awesome.  White sangria was yummy.  Steak roll and fish tacos were also very good.  But the icing on the cake was the live music of classic rock and roll.   Overall, very pleased and would come back.",Marianne C.,5,1,1,1
" October 7, 2016",E+B138xcellent selection of yummy foods!,Sonia S.,5,30,19,1
" September 29, 2016",Food was amazing,Erin Y.,5,3,1,1
" September 22, 2016","Food was yummy, very relaxed atmosphere.",Lisa M.,4,42,17,1
" April 16, 2018","Ordered fish tacos, skewers and empanadas. Prices were high for the quality and portion sizes",Janet E.,3,6,4,0
" February 18, 2016",Lots of food for the money & great sangrias too,Francesca W.,5,10,4,1
 Invalid date,Amazing Tapas! Staff is amazing and very helpful!!,Tara S.,5,11,3,1
 Invalid date,"If you want tapas that is tasty and very different
Try this one. Small place and loud.great service.",Bob F.,5,9,6,1
 Invalid date,"This was our first visit.  Everyone was so friendly.  The Tapas were excellent, at least the ones my wife and I had, which were quite a few.  Will definitely be back, even though it is a 37 mile drive from home and will recommend it to all of our friends.  Thanks to all, especially one of the owners who made us feel at home.",Paul K.,5,5,3,1
" November 3, 2015","The food was beyond wonderful and very creative Love the menu! Even the Sangria's are special and DELICIOUS!
The service was attentive but not overly intrusive 
I can't wait to go back and try the rest of the menu! A definite winner",Aurora A.,5,16,7,1
" October 29, 2015","Very cozy place The food is delicious and the sangria is great too There was an issue with a power line outside while I was there and the staff made sure that all the customers were taken care of during this time It was a very well managed place, I will definitely return",Carli M.,5,6,3,1
 Invalid date,"Excellent food, so many different things to choose from & sangria was very yummy!",Karen G.,5,6,3,1
 Invalid date,I would highly recommend this restaurant. The food and speciality sangria was amazing and the staff was very friendly and helpful.,Jennifer R.,5,4,3,1
" September 27, 2017",Have ordered from here with vouchers several times.  Food always good - my vegetarian daughter very much enjoys veg paella.  Staff friendly.  Would go again ...,Daniela P.,4,23,18,1
" June 8, 2017",Always a pleasure. The staff are so friendly and accomodating:),Emily H.,5,8,3,1
" October 12, 2016","Delicious food, friendly staff and the BEST chef around",Maryl F.,5,24,12,1
" January 31, 2016",Great ceviche and empanadas!,Sherri H.,5,19,2,1
 Invalid date,This place is fabulous - the empanadas are delicious!!,Kelly R.,5,2,1,1
 Invalid date,all the empanadas are delicious - my favorites: the pulled pork and the mushroom w truffle oil,Kirsten K.,5,2,1,1
" October 16, 2017",Great place and service.,Sue G.,5,1,1,1
" January 18, 2017","Food was excellent, service was friendly and attentive - our 2nd time there, looking forward to our next time.",Barbara P.,5,23,13,1
 Invalid date,Very creative and delicious food! Delicious white sangria. We had the ropa vieja quesadillas that were amazing and great paella that had a creamy texture like risotto. Will def be going back.,Janice A.,5,18,5,1
" October 6, 2016",Delicious food and fast service.,Jeri-Anne T.,5,2,1,1
" September 25, 2016","Food was amazing , service was great,our second time there we can't wait to return!!",William G.,5,31,9,1
 Invalid date,The paella is amazing!!!,Kimberly F.,5,8,2,1
 Invalid date,"Would definitely recommend. Paella, octopus and sangria were delicious!",Kazuko O.,5,10,5,1
" March 25, 2018","I've always wanted to try this place on Mineola Blvd but never went in. I purchased a groupon and went out to dinner with a friend. We each had a glass of wine ordered 4 tapas plates, dessert, and cappachinos. We would've been fine with 3 tapas and the waiter did try to warn us but we got carried away lol. We had empanadas, mushroom mac and cheese, meat skewers and seafood paella.",Wendy Z.,5,2,1,1
" August 30, 2016","Food was good, service was lackluster. I was here a couple of months ago with friends without a groupon and the service was great, so I hope that's not why the service was not so great this time. The waiter seemed pretty uninterested after he found out we had the coupon. The food is pricy for the quality so I'm not going to go back to see if the service would be getter. Overall I wish I hadn't bothered.",Kate,3,1,1,0
" November 20, 2016",Decent food and sangreia. Service was not very good. My wifes food came out 15 minutes before mine. After eating it took 25 minutes for the server to realize we existed. Another server did not even offer a menu to another table and said they only have whats on the board.,Chris M.,2,7,3,0
" February 27, 2017",Service was good food was ok but way too expensive for what they gave and wasnt the size that was pictured.wouldnt go back.,Lorri M.,2,15,7,0
" April 12, 2018","Nothing new, like always amazing!!",Maria E.,5,6,4,1
" April 11, 2018",Absolutely Delicious!,Elizabeth V.,5,40,20,1
" March 31, 2018",Always good food here and great service!,Jessica M.,5,12,3,1
" March 30, 2018",Every time the food has been amazing and the guy there is so nice,Abdel B.,5,7,2,1
" March 10, 2018",The atmosphere  was Relaxing The merchant was very educational.,Warren S.,4,2,2,1
" February 27, 2018",Excellent food and services. I went there with my friends we all had good time there.,Qiufeng Z.,5,1,1,1
" February 15, 2018","Love this place! Food is delicious, the fried oreos are my favorite.",Melissa A.,5,4,4,1
" February 14, 2018",Food vero good but han to wait 40 minutes to be serve,Marlene B.,4,54,12,1
" February 13, 2018","Amazing food and the staff is extremely nice. Specially Hugo, he's wonderful!! 
I Highly recommend this place!",Aida G.,5,10,4,1
" February 9, 2018",Excellent veggie paella.  Very attentive wait staff.  Very enjoyable all around.,Marianne M.,5,8,8,1
" February 3, 2018","We had a wonderful meal; tried two, new to us, selections on the menu, and as usual, delicious. Hugo and other staff so pleasant; always professional, friendly and make you glad you came there.  😀😀😀😀😀",Barbara P.,5,23,13,1
" January 25, 2018",The food and the service were outstanding..,Michele T.,5,1,1,1
" January 18, 2018",Menu was varied and appealing. Tacos were very tasty. The meat skewers were succulent. Paella was yummy too. Sangria was nothing special but they served in in a large glass. Shrimp mango quesadilla was great. Empanadas were very good. The shell was light and fillings very flavorful,Arlene C.,4,1,1,1
" January 2, 2018",The menu is confusing and overwhelming. It was more simple before,Natasha J.,3,2,2,0
" December 29, 2017","Tasty food, friendly good service",Dave B.,4,8,3,1
" December 22, 2017","I never write reviews, but this place is amazing",Matt R.,5,7,5,1
" December 20, 2017",A very warm and cozy place with appetizing tapas,Liza.violago,5,15,4,1
" December 16, 2017","One of my favorite places to dine. AMAZING FOOD, great sangria. Friendly staff, comfy ambience.",Melissa A.,5,4,4,1
" December 8, 2017",Service excellent food delicious greatvtime,Pat G.,5,11,5,1
" November 23, 2017",The ambiance is superb. The food is delicious and and the staff is charming.  Will be going back again and again and have told all of my friends. I know they will love it as much as I do.,Crystal L.,5,12,9,1
" October 19, 2017","Great food, amazing costumer serv",L. A.,5,1,1,1
" October 2, 2017",Honestly the place didn't look that nice but the food was amazing !,Taisha M.,4,1,1,1
" September 15, 2017",Excellent!,Vivian M.,5,18,8,1
" August 30, 2017","Fish tacos are excellent, as well as the skewers.",Jeffrey N.,5,7,4,1
" July 10, 2017",Great place to have a meal.....,Bruce S.,5,7,6,1
" July 10, 2017","I saw this offer on Groupon and we decided to try it. It was a great decision. We had some really delicious food and the service was great. I highly recommend the empanadas. They have 3 special flavors everyday. We got all 3 and they were great. We ordered a main dish we shared that had steak, chicken and chorizo and it was great. Save room for dessert. The fried Oreos are a must ! Plus they have delicious dessert empanadas that we loved as well. Don't hesitate go have a great meal!",Linda K.,5,18,1,1
" July 3, 2017",Love the food!,Lillian C.,5,52,45,1
" May 13, 2017",Fun place food was ok.,Renee C.,3,2,1,1
" May 7, 2017","Food was excellent, and the service was just as great. Dessert empanadas are a MUST!",Alyssa P.,5,12,2,1
" May 3, 2017",Great service and great food. They were awesome with a gluten allergy at the table. Portions were larger than expected. Deep fried Oreo Dessert and the fish tacos were 11/10.,Brian O.,5,13,2,1
" April 2, 2017",Red and white sangria was delicious and service was excellent. Food was good but needs more variety.,Stacy D.,4,67,25,1
" April 2, 2017",Food was made fresh and was delicious tasting when you leave you must buy the fried Oreos they are out of this world,Bonnie B.,5,83,27,1
" March 24, 2017","Service was amazing, food was even better",Michael G.,5,3,1,1
" March 22, 2017",Food was delish and staff was great! It's expensive so bring your wallet and appetite,Jill A.,5,2,1,1
" March 22, 2017",The best tapas.,Vivian M.,5,18,8,1
" January 12, 2017",V+B199ery nice place food great and service went during week heard weekends are pack,Marlene B.,4,54,12,1
" January 9, 2017","All of our food was beyond delicious. Unfortunately because most of the plates are tapas sized, the portions were too small given the cost of each dish. Even with our $40 coupon, we still paid $60 for our 4 dishes, 2 drinks, and tip. If the prices were lowered or the dishes were to grow in size, I wouldn't hesitate returning, but for now I simply can't justify the cost.",Hannah C.,5,8,2,1
" December 9, 2016",Amazing!!!,Maryl F.,5,24,12,1
" December 3, 2016",Joe was very helpful in finding me a vegan option (falafel lollipops)- much appreciated! My (non-vegan) BF loved the skewers,Lisanne,5,14,4,1
" November 18, 2016",Always delicious!,Mirna H.,5,21,5,1
" October 28, 2016","Been there more than once ... I've been partial to  the shrimp dish (but I ordered without the sausage), the dos hummus plate was quite overpriced  and the best part of the meal was nibbling from all the various desserts I tried.  Wine adds up to a big chunk of bill - maybe I'll order a bottle next time ...",Daniela P.,4,23,18,1
