Date,Description,Name,Reting,rating_count,reviews_count
" September 27, 2016","This tour was amazing! We went on the tour on the north fork and from the pretty flat beginner terrain, to the two amazing wineries, fantastic catered lunch of different sandwiches, and lots of plentiful tastings we had a great time! Our tour guides were amazing and even let us stop at a farm stand along the way. You ride on the shoulder of the road which at times is narrow and could make some people nervous but I didn't feel unsafe at all. I would absolutely recommend this pour and pedal tour!",Meghan M.,5,1,1
" September 1, 2016",The people were friendly and the tour was very interesting.,Melanie C.,5,7,2
" September 15, 2017","We went on cape may trip on 9/9/17. We enjoyed the day and guides were good. I rated it a 3 because I did not think it was fair value even at the reduced Groupon cost. Lunch was literally a cold sandwich tray and a shared bowl of chips. There was no chocolates or cheese. Website promised catered lunch, cheese, chocolates. You are far better off doing this trip on your own at over $100 cheaper.",KAREN P.,3,1,1
" September 13, 2016","The tour guides were excellent, the food and wine was wonderful.  The entire day from start to finish was great!!",Lori G.,4,6,4
 Invalid date,Bring a friend and have a blast! Educated staff makes the day enjoyable and interesting! Wine is awesome too,Laura C.,5,3,2
" May 31, 2016","Tour was great as were the tour guides but lunch was a small 1/4 of a sandwich.  With the amount of wine poured, more food was needed.",Rachel L.,5,2,2
" September 25, 2016",Loved it!  would recommend to all - a lovely ride through a part of NJ that I had never been to - and we had a great day visiting the wineries and tasting their wines - bought a few to enjoy at home as well.,Patricia,5,38,27
" September 14, 2016",Fun Group...Great wine..Loved the biking.. Lunch was plentiful and good quality... Tour guides were excellent.. We will be doing more tours to different wineries.. It was simply that good.,Paul T.,5,6,4
" August 9, 2016",It was a fantastic time! The guides were wonderful and the wine was amazing. Very informative and fun.,Liam R.,5,2,2
" September 21, 2017",Very organized.  The staff was super friendly helpful and patient.  The only problem was too much wine tasting before the actual bike riding.,Susan M.,4,27,14
" October 1, 2017","So much fun!!!! The biking part was a little more fast-paced than I expected so prepared to work it, but it's great exercise. The wineries were great I'd love to come back.",Danielle C.,5,8,7
" July 9, 2017","Great team on the north fork, who were full of info and quips.  Definitely coming back again, perhaps when it isn't so hot in the fall.",Tim H.,5,1,1
" July 9, 2017",What a fun day this was. Definitely recommend anyone who is thinking of trying this to do it. My friend and I had a blast.,Cassandra T.,5,7,1
" June 26, 2017",Lots of fun!,Karen P.,5,12,7
" June 21, 2017",It was so much fun and you learn a lot as well.,Lulu L.,5,3,1
" June 21, 2017","The people who did the tour were great! We had a beautiful day to ride bikes and the wineries we nice.
I had some issues with what they advertised. They said close to a 10-15 mile bike ride. It wasn't even that. A gourmet lunch..not with stale chips. The tour I chose also said they would have chocolates and they didn't even know that was part of it.",Clarisa C.,3,8,6
" June 14, 2017",Two of the best tours guides we have ever had,Dan P.,5,1,1
" June 12, 2017",My girls and I had an incredible day! The pour and pedal ladies were fantastic and this was a great experience overall!!! We will be doing it again.,Christine C.,5,1,1
" June 12, 2017","Great experience at Cream Ridge Winery!  Nice staff, generous tastings as well.  The laurita was good but not as many samplings.  The P&P staff were great!  Knowledgeable and friendly!",Chris H.,4,2,2
" June 12, 2017",Tour guides were friendly and helpful.  Vintners were knowledgeable.  Biking on the bike path was safe. Most but not all of the wines were to our tastes.  Weather was great and we enjoyed ourselves.,Linda K.,5,2,1
" June 8, 2017",The staff was amazing along with the beautiful trail we cycle. Definitely something i will attend again!!,Chanique T.,5,1,1
" June 5, 2017",It was a very enjoyable day.  The trail was nice and we had a great day weather wise to enjoy it.  Would do it again.,Melanie G.,5,4,1
" May 8, 2017",Was such an amazing time with fun people who are so knowledgeable about wine. Would definitely do this again.,Trisheena Q.,5,4,2
" May 8, 2017",We had a funtime.everyone was friendly and nice.,N. S.,5,4,2
" May 8, 2017","the staff at POUR & PEDAL was great, helpful, and so friendly! the wine at our first stop Cream Ridge Winery was phenomenal and it was really cool to see how they do things. our second stop Laurita Winery the scenery was beautiful, the tour was really nice, and the lunch (a simple sandwich) was delicious.The only thing I would say is that it is far (about 16 miles) and they don't tell you that in the Groupon description. All in all though it was a GREAT day!",Luisa S.,5,10,1
" September 3, 2016",I enjoyed myself!  Awesome time!,Marcolina M.,5,1,1
" July 31, 2016",Amazing and so much fun!,Sue C.,5,6,4
" July 18, 2016","Great fun!  Had more samples at Unionville, but got a glass from Old York.  Lunch was a generous-sized Boarshead hoagie (choice of 6) with chips and a full glass of wine.  Souvenir water bottle and cold water provided.  Was more street riding than I expected.  Received free opener but no trivia games.",Linda V.,5,5,4
" July 11, 2016",This was a great event.  The guides were so informative and took great lengths to ensure a good time was had by all.  We had access to parts of the vineyards not open to the rest of the public and it was such a great way to visit the vineyards!  Definitely wear comfy clothes and sneakers.  Water was provided as well!,Tracy P.,5,3,2
" July 11, 2016",What a wonderful experience. Would do again!,Kelly L.,5,7,4
" May 31, 2016",It was a very good experience.. the team is fantastic.,Sohit G.,5,1,1
" May 28, 2016","I went on the Long Island WaterMill tour Saturday, May 28.  The weather I think is the biggest factor for a perfect day, and today it was perfect.  The tour guides were great.  They were always pleasant and very knowledgeable about the area and the wines we sampled.  We cycled to Channing Daughters winery from Duck Walk Winery.   At Channing Daughters we sampled at least six wines, possibly a couple more. We learned about the history of the winery, as well as many interesting facts about each wine we sampled.  Next we took a tour of the wood sculptures on the vineyard.  After the tour we got back on the bicycles and cycled back to the Duck Walk Winery.  We were treated to a great selection of sandwiches and got to sample at least four wines from this vineyard.   When the day ended we had to say good-bye to all of the new friends we met.

My only tip is for you to make sure you have a map of where you are going and the phone number of one of the guides in case you get lost or have any other problem.  A great time was had by all!",JJ,5,5,4
" May 9, 2016",Ringoes New Jersey: Pour & Pedal Bike Tours is AWESOME!  The  Guide is super nice and two vineyards that we went to visit is fantastic! We me the owner of Pour & Pedal he is also very nice!  I would recommend and do it again!!!,Pia A.,5,1,1
 Invalid date,Great tour and awesome guides. Fun way to spend the day!,Kami W.,5,40,23
 Invalid date,Get there early and have fun!,Alena B.,5,5,4
" August 21, 2017","This tour should have been cancelled. There was a 90% chance of rain and it did indeed rain the entire time. We were soaked down to the bone and the tour guide told us that they didn't cancel because there were too many people doing it that day, i.e. they didn't want to lose all that money. So instead we suffered and it was miserable. The only redeeming quality is that the wines at the first vineyard were awesome. Other than that, the wines at the second vineyard were almost undrinkable (and I am not a wine snob- any old $10 bottle will do for me), and the food for lunch was probably the worst selection they could have chosen. There was literally not a single thing I could eat, so I just starved and my boyfriend was able to eat it and he said it was pretty gross. All in all, I wish I never would have purchased this Groupon.",Kelly B.,2,2,1
" June 27, 2016","One of the tour guides that was given a large piece of our tour last Friday was unprofessional, cursed, and didn't really know much about the wines that were being served at the second winery. He was, however, helpful during the ride. Seems to need more training with the leading of the tasting session before he should be let loose on a group of riders.",Jeff D.,1,1,1
" September 19, 2016","It was disorganized from the beginning. When we arrived, it took 30 minutes to gather the group of 15 together. There were no snacks or pairings all day during the tasting. Lunch were deli sandwiches. At the second and final tasting, the winery was not set up for us so we waited 20 minutes in the heat before we began. The demonstrator knew little of the wines we were tasting and overall a very dull experience.",Matt R.,1,1,1
" August 18, 2016","It was a lot more bike than wine and your trip starts with a contract that says you have to wear a helmet and can't get drunk. We went to two wineries. The first one was great, the second one was not. We rode ten miles a had to stop every mile for the guide to make us hydrate. Pour and pedal is great for older couples not anyone under 60.  Safety is important but the regulations wrecked the trip.",Tom D.,1,3,2
" July 10, 2016",Not for non athletic people. Several people got lost and others couldn't keep up to the guides pace. The wineries were nice but wish we would have more one on one time with one of the wineries employees who actually knew more about the wines than the pour and pedal guides.,John S.,1,7,3
" July 10, 2016","First winery was quaint and the owner met with us and gave us a guided tour and explained the different grapes and what was in each bottle. Whereas the other more commercial extravagant winery was a dull reception. No commentary from pedal and pour guide who actually works at that winery except, "" they don't tell us what is in the bottles; it's more of a laboratory than anything else"". The cycling was difficult, several people got lost. We waited almost and hour for them and then we decided to go on as someone in a car was out looking for them. They took a different route and got there before us. This tour was not flat!!!  Hills that you coasted down at over 30 mph!!!!  That is not small rolling hills. All in all, the tour is a great idea, guides could have been better prepared with walki-Talkis or something, and they should have a private tasting with a representative of the winery. This is not a cheap ticket. I would just ride my own bike next time and pay the tasting fee at each winery.",John S.,1,7,3
