Date,Description,Name,Reting,rating_count,reviews_count,label,Price,Service,Food,Atmosphere,Location
" September 11, 2018","Packed on Saturday,  much better on Sunday.  Searched both days for what could be even slightly considered 'gourmet food ' never did find it.  Some good wines, some horrible as would be expected.  For an event that could turn ugly really quickly,  this was very well done. Everyone (but one drunk person)  was nice and polite. I would definitely go again.",Laura M.,4,1,1,1,0,1,1,1,0
" September 11, 2018","long line when you first walked in. not prepared for amount of people,",Leslie C.,4,1,1,1,0,0,0,1,0
" September 10, 2018",Great sampling of food and beverages. Will go back!,Donna K.,5,5,1,1,0,0,1,0,0
" September 10, 2018","The wine festival was wonderful. I just wish they allowed you to bring coolers in. I get that the food vendors want to make money, but some times people can not eat those options. We just went back out to the car and had a picnic but it would have been better to just have a picnic inside the festival. Otherwise it was one of the better ones we have been too.",Patricia Bolson R.,5,1,1,1,1,0,1,0,0
" September 10, 2018","I was able to use my groupon due to illness, so I paid it forward, gave tickets to some else to use",Linda M.,5,1,1,1,1,0,0,0,0
" September 10, 2018",We enjoyed the winefest as always,Mykella C.,5,1,1,1,0,0,0,1,0
" September 10, 2018",Great vendors!!  Such a great time!!,Jennifer P.,5,3,2,1,0,0,1,1,0
" September 10, 2018","good event, wish we got there earlier in the day, the flow of the crowd was ridiculous though, maybe a suggestion is to look at the flow of people, to many people just standing aorund",Mark M.,4,2,2,1,0,0,0,1,0
" September 10, 2018",Excellent,Christine S.,5,1,1,1,0,0,0,0,0
" September 10, 2018",Fun day. A lot of food and wine!!!,Etta L.,5,41,29,1,0,0,1,0,0
" September 10, 2018","Been going past 6years..love this Fest!! Great vendors , food and fun!!!",Mary R.,5,13,4,1,0,0,1,1,0
" September 10, 2018","Great place to sample so many wines of New York. Benmarl wines from marlboro, were really nice along with many from the finger lakes region. good food too!",Jeff K.,5,2,1,1,0,0,1,0,1
" September 10, 2018",Great deal !,Jennifer H.,5,3,1,1,0,0,0,0,0
" September 9, 2018",great time loved it,Sean I.,5,1,1,1,0,0,0,0,0
" September 9, 2018","Had a great time this year, as always!",Patricia I.,5,7,1,1,0,0,0,0,0
" September 9, 2018","Great time, lots of fabulous wines!",Susan C.,5,4,2,1,0,0,1,0,0
" September 9, 2018",The Hudson Valley Wine and Food Festival was fantastic second yeah I'm going we got to go again last year we had five people this year we had 11 people it was great the food is great the people were great everybody had a great time no people were acting up no craziness the food was affordable everything was fantastic make sure if you come you bring a book bag to carry all the items you need carry.,Desmond S.,5,16,10,1,0,0,1,1,0
" September 9, 2018","This was my second annual 鈥済irls day鈥 at the Hudson Valley Wine and Food Festival.  I think my group would agree that it鈥檚 an great time, where one can experience wines from vineyards not always found in our area.   We all had a wonderful time, and had fun.  Most importantly, the staff was efficient and the set up was great.  All in all, highly recommended.",Maggie W.,5,2,1,1,0,1,1,1,0
" September 9, 2018","We had a lot of fun! Great vendors, nice food trucks and a lot of different wineries to sample from the New York area! Definitely coming back next year",Samantha C.,4,2,1,1,0,0,1,0,0
" September 9, 2018","Fun day, lots and lots of vendors ..... food, as well as wine, bourbon, gadgets and more.",Felicia Z.,5,1,1,1,0,0,1,0,0
" September 9, 2018","There was a large number and variety of wines and liquors available.  However the variety and number of food vendors was fairly small, particularly in proportion to the number of wineries/distilleries.",Rebecca C.,4,3,1,1,0,0,1,0,0
" September 9, 2018",It was a nice weekend activity,Janelle C.,5,7,3,1,0,0,0,1,0
" September 9, 2018","We are so happy we went for both days. But next year we eill do only one which is very doable. The first day after 1pm it was very crowded but you could still get to the vendors but it took a bit so bring your patience! Everything was mixed together , wine, crafts, some food items which was nice. We had a great time trying wines that normally we would not have. There was a great selection from dry to semi dry to very sweet.  We came home with 21 bottles!  The second day was not as crowded,  some vendors had sold out of products we bought the day before but this is normal for a two day event. It advertised ""gourmet "" food but for us it was just food vendors nothing super special.  I woukd recommend this event ad someyhing fun to do.",Patricia M.,5,4,3,1,0,1,1,0,0
" September 9, 2018",Awesome!!!,Jennifer C.,5,5,3,1,0,0,0,0,0
" September 9, 2018",Fun informative day,Maryellen G.,5,1,1,1,0,0,0,1,0
" September 9, 2018","The number and variety of vendors makes the event fun.  It is easy to navigate through the Dutchess County Fairground buildings and explore all the options.  There is plenty of food and places to eat throughout the day.  I have many guests come from afar and we all enjoy coming, year after year.",Douglas Z.,5,6,6,1,0,1,1,0,0
" September 9, 2018","My 7th year, always awesome. Cant beat the price.",Vivian G.,5,4,3,1,1,0,0,0,0
" September 9, 2018","Lots of wineries, distilleries and food trucks along with small businesses set up with cheese, jerky, honey, maple products and more. Although it is set up well, it does get quite crowded and at time difficult to get samples and talk with those setup.",April D.,5,10,3,1,0,0,1,1,0
" September 9, 2018",Nice venue but so so crowded. The one big issue is many of the vendors only had 2 staff. Once a purchase is made now there is only one person pouring. U wait 5 mins or so sometimes per table to taste. It was kind of frustrating. Glad to see there were more food trucks but I still had very limited options due to being Celiac.,Roxanne D.,3,6,5,1,0,1,1,1,0
" September 9, 2018","There were lots of vendors. We had a great time. Got these amazing glasses from Wine Me.  Met the artist, Rebecca.  She is incredibly talented. There were so many designs to choose from. Check them out at winemecompany.com",Vivian S.,4,1,1,1,0,0,1,1,0
" September 9, 2018","Second year at this event and my sister and I already can't wait until next year!!  Excellent array of wine vendors, foods and merchandise.  There could be more food trucks.",Cynthia C.,5,7,5,1,0,0,1,0,0
" September 9, 2018",We love this event. We have attended it for several years. My only wish is that they would space the venders out more so that it was not so crowded. Also invite some more venders from Long Island. They have representatives from Hudson valley and The Finger lakes,Kaitlyn S.,5,1,1,1,0,0,1,1,0
" September 9, 2018",A really great afternoon.,Adam A.,5,2,2,1,0,0,0,0,0
" September 9, 2018","Saturday was very crowded and some wone vendors did not have an efficient process for tasting and buying products.
Not as many samples on the food, and the food truck lines were very long 40-45 min.",Daniela,4,10,2,0,0,0,1,1,0
" September 9, 2018",I feel that this evet has started to run its course.,Scott M.,3,1,1,1,0,0,0,0,0
" September 9, 2018",A lot of great wineries and variety!,Kellygirl.1223,4,5,1,1,0,0,1,0,0
" September 9, 2018",Fun but way too crowded.,Jane S.,4,5,3,0,0,0,0,1,0
" September 9, 2018",Just a real good t,James T.,4,1,1,1,0,0,0,0,0
" September 9, 2018","So many wines to try, so many vendors to see, so many food choices. A great day. Very well organized, planned and staffed. Looking forward to next year!",Patricia M.,5,3,2,1,0,1,1,0,0
" September 9, 2018",Had an awesome time. Good wine. Better bourbon and other deliciousness. Can鈥檛 wait til next year.,Roxanne T.,5,3,2,1,0,0,1,0,0
" September 9, 2018","The festival was a great mix of wine, liquor, beer, food and other local goods to purchase.  There were a lot of food trucks from which to buy food and there was ample seating to enjoy the weather either outside or under the beer tent.  There was a good band playing outside as well.  Overall, a very enjoyable afternoon.",Kristine H.,5,8,7,1,0,0,1,0,0
" September 9, 2018","Wide variety of wines and spirits, cheeses and other vendors.",Lee P.,5,9,9,1,0,0,1,0,0
" September 8, 2018","Plenty of vendors, but the crowds keep you from getting near them.",Mary J.,4,2,1,0,0,0,1,1,0
" September 8, 2018",So much fun! Great wine vendors with a variety of wines and food! We will definitely be back next year!,Latwan B.,5,1,1,1,0,0,1,0,0
" September 8, 2018",Love this festival!,Allison F.,5,5,2,1,0,0,0,1,0
" September 8, 2018",Great selection of vendors,Diva_mom41,5,2,1,1,0,0,1,0,0
" September 8, 2018",Had a blast! Saved almost 50% through Groupon!,Jeannie B.,5,6,4,1,1,0,0,0,0
" September 8, 2018","Good fun time. Nice day, great services, a little crowded. Nice variety of food vendors, wine, spirits, beer and crafts.",Nicholas K.,4,2,2,1,0,1,1,1,0
" September 8, 2018",I鈥檓 woozy,Steven W.,4,16,1,1,0,0,0,0,0
" September 8, 2018",Had an outstanding time! Will do it again!,Thomas M.,5,69,39,1,0,0,0,0,0
" September 8, 2018",Get there early the wait in line time to pick up wristbands was overwhelming no order or system,Robert S.,2,1,1,1,0,0,0,0,0
" September 15, 2018",I am really disappointed that the entrance fee has gone up so much. The biggest disappointment was the restaurants charging full prices.  They use to give sample of food at cheaper prices Very disappointed.  The wine owners also should have given a discount on their wine they only gave a discount if u purchased a case.  Not going ever again,Naketa R.,2,7,3,0,1,1,1,0,0
" September 11, 2018","Space was nice, but spending money on a ticket just to spend money on food, wine, beer, etc is lame. I spent 15 bucks on a meal and 10 on a beer. Not really sure why they charge for tickets if everything cost this much. I wouldn鈥檛 recommend and would not go again.",Joshua B.,2,1,1,0,1,0,1,1,0
" September 10, 2018",Too crowded and not as many ice wines as in the past.,Jennie H.,2,2,1,0,0,0,1,1,0
" September 10, 2018",Crowded. Can鈥檛 get close to a table to hear about the wines. Watched many fights as people elbow their way in to get a free drop of alcohol.,Jeanette B.,2,4,1,0,0,0,1,1,0
" September 9, 2018",All the wine tasting tables were too crowded. The beer tasting was good.  The lamb gyro at the food truck was great.  Disappointed it was so difficult to get wine tastings.,Kelly M.,1,31,7,0,0,0,1,1,0
" September 8, 2018",The admission fee was very high...there was very little food to sample ...it was mostly wine...,PATRICIA A.,1,3,2,0,0,0,1,0,0
" September 8, 2018","Unless you used a groupon , this would be way overpriced. There were almost zero food tastings. You can鈥檛 call it 鈥渨ine and food鈥 if you just have food vendors outside like any other fair.",Amy G.,2,3,1,0,0,0,1,0,0
" September 15, 2017","My 6th year, always worth it! The onky down side is, if u really like wine and have favorite wineries, its a bit disappointing whenthey dont bring your favorite to the festival馃榿",Vivian G.,5,4,3,1,0,0,0,0,0
" September 12, 2017","Overall very good...very crowded is the down side...long lines at the food trucks and sometimes tough to get a tasting, but with a bit of finesse we got what we wanted...lots of good wineries, distillers and foods represented...would do again",Mike W.,4,3,1,1,0,0,1,1,0
" September 12, 2017","It was such a fun experience. Great wine, great bites. Would definitely recommend.",Chanelle L.,4,1,1,1,0,0,1,0,0
" September 12, 2017",Great time...Great vendors.....Great wine.....,Richard R.,5,3,2,1,0,0,1,0,0
" September 11, 2017",Lots of great wines to taste. Fun for anyone who likes wine. Harriet of food trucks to choose from for lunch.,Lea T.,4,4,4,1,0,0,1,0,0
" September 11, 2017","Fantastic selection of wineries, food vendors as well as crafts tables. Enjoyed a beautiful afternoon sampling some great wines! Will definitely plan on returning next year!",Janet D.,5,3,1,1,0,0,1,0,0
" September 11, 2017","unfortunately I did not find any of the NYS wines exciting; in all honesty they were flat or just too sweet or the adding additional fruit flavor, did not help it. This is my opinion and also my friends.
As per the grounds and the attendants were fantastic. Food trucks馃憤馃徎",Pierrette L.,3,2,1,0,0,0,1,0,0
" September 9, 2017","Lots of fun, wine and food. Some really great wines and hard ciders.",Hank A.,5,6,1,1,0,0,1,0,0
" September 10, 2017","Although crowded it's a great wine tasting experience. I loved the food and samples of whisky, gin and vodka as well. The food from the food trucks were great. Overall the groupon for the food and wine festival were well worth the money. Overall great experience! Will be going next year. We drove over an hour and a half again well worth it.",Nyisha W.,5,12,5,1,1,0,1,1,0
" September 11, 2016",Great wine. Wonderful energy. Looking forward to next year festivities.,Roxanne T.,4,3,2,1,0,0,1,0,0
" September 11, 2016","The wine, spirits and beer tasting was wonderful.  Could have used more food vendors.  The food trucks were just o.k.",Donna C.,4,1,1,1,0,0,1,0,0
" September 16, 2016","There is plenty of choices at this festival, something for everyone.  If you love wine lots of boutique, large and small wineries .  there is craft beer for beer lovers, local distilleries and food options.",Tori S.,5,4,4,1,0,0,1,0,0
" October 3, 2017",What an amazing time I had at this event.  The wine tasting was great and the food was awesome.,Suzanne D.,5,4,3,1,0,0,1,1,0
" September 10, 2017","Crowded, but lots to sample from, great atmosphere, awesome vendors, delicious food, lots of fun!",April P.,5,3,3,1,0,0,1,1,0
 Invalid date,"It is a great day, lots of vendors and wineries, and food trucks with really delicious and unusual food! Bring cash-not all vendors take cards and ATMs ran out/did not work. Carry your purchases or make trips to car to store purchases. The system they have for collecting and storing your purchases in one location really does not work well-wait time to collect your items is hours long and sometimes not all your items are there, even though you paid for them. Regardless, I will definitely return next year!",Christine S.,5,4,4,1,0,1,1,0,0
" September 12, 2017","great variety of food, wine, vendors",Holly K.,5,1,1,1,0,0,1,0,0
 Invalid date,Follow the crowds! They know the best wineries,Donna R.,5,1,1,1,0,0,1,1,0
" September 12, 2016",the food was very good.   but the line for it was long,Leslie C.,5,39,23,1,0,0,1,1,0
" September 11, 2016","Great time! Food was really good. Got to try as much as you wanted including ciders, wine, and some liquors. Would recommend a designated driver.",Jessi V.,5,5,2,1,0,0,1,0,0
 Invalid date,I would advise eating at one of their great food vendors then proceeding to the wine tasting!  It's loads of fun!  Vendors are friendly!  Crowd is classy!,Maria S.,5,4,2,1,0,1,1,0,0
" September 12, 2017","The event is amazing. Parking is easy, and relatively convenient. Wine glasses, and vendor book are nice. Even with it indoors, its still comfortable. Wine pickup is amazing, makes the day so easy. 

Only ""complaint"" is how crowded each table gets. People like to sit and chat with the server (sometimes there is only 1) and tables get backlogged 4-5 people deep. Aisles get crowded, and it becomes a bottleneck.

Other than that, its amazing!",CJ M.,5,3,1,1,0,0,1,1,0
" September 12, 2016","Friendly vendors, tons of variety and clean. Great experience.",April S.,4,1,1,1,0,1,0,1,0
" September 20, 2017",Less wineries than in the past. But still a fun day with friends.,Allison L.,5,1,1,1,0,0,1,0,0
" September 20, 2017","Great time, great vendors! Will be back next year!",Shannon M.,5,3,2,1,0,1,1,0,0
" September 18, 2017",This year was my 7 or 8th time attending this event. Always a great time.I missed a few vendors from last year that weren't there this year. Hope to see them next year.,Wendy S.,4,2,2,1,0,1,0,0,0
" September 18, 2017","This festival is outstanding, every year they get better and better. Not to be missed",Jan R.,5,3,2,1,0,0,0,1,0
" September 17, 2017","Very crowded, hard to get up front for a tasting. I'm glad I had a groupon deal, so the lack of access didn't bother me too much. Would love to see many more hard-cider's and beers. Nice treat seeing this years Masterchef demo. More vegetarian and vegan food trucks would be a distinct plus. The great weather made it a very enjoyable day.",Deborah A G.,4,13,7,0,1,0,1,1,0
" September 17, 2017","I was very happy to have gotten the tickets from Groupon. This year the festival was not as well organized as far as walking through the buildings. Now that there are not just wineries, but distilleries and breweries, it was packed and hard to get anywhere. A number of times I was not able to get passed people. I was disappointed and left early from being frustrated for the reason I stated above.",Evelyn F.,3,1,1,1,1,0,1,0,0
" September 16, 2017",Had a GREAT time there! ! I would definitely recommend anyone who is interested to experience the Hudson Valley Wine & Food Fest to go and take part  in the wonderful atmosphere.,Brian B.,5,3,2,1,0,0,1,1,0
" September 14, 2017",Great day of wine tasting!,Kathleen D.,5,24,8,1,0,0,1,0,0
" September 13, 2017","Last year was surely better. I had an issue with the whole  ""wine pick up"" area, but the supervisor of.the staff was EXTREMELY helpful. She went above and beyond to help us and she's the reason for the 4 stars. I wish I could remember her name.",Kimmie A.,4,1,1,1,0,1,0,0,0
" September 13, 2017",Less wineries than normal. I was disappointed in the amount.  Unfortunately we had to go on Sunday so some of pur favorite wineries had run out of wines for sunday,Jaclyn C.,3,5,1,1,0,0,1,0,0
" September 12, 2017","hugs facility with lots of parking, lots of wine tasting and lots of food trucks and lots of happy. friendly people!",Lauri J.,5,1,1,1,0,0,1,1,1
" September 12, 2017",Great festival and so many great selections!!,Jennifer P.,5,3,2,1,0,0,1,1,0
" September 12, 2017","What a wonderful experience, my first time and trust me it won't be my last.",Raymandi G.,5,4,2,1,0,0,0,0,0
" September 12, 2017",Gave as gift. They loved it,Isabelle E.,5,16,4,1,0,0,0,0,0
" September 12, 2017",The Hudson Valley Wine & food fest is a must do!..it was my first time and I would definitely go again next year!,Sybil R.,5,3,3,1,0,0,1,0,0
" September 11, 2017",I go every year I love it. Worth going,Sherene M.,5,2,2,1,0,0,0,0,0
" September 11, 2017","Our first time at this festival. We LOVED it!! It is huge! So many different vendors. Lots of wine, and many other things as well. We already checked to see what the date is for 2018!! Highly recommend this festival!",Pam G.,5,17,13,1,0,0,1,1,0
" September 11, 2017",I can't wait until next year. They should do this twice a year.,Dwayne B.,5,7,4,1,0,0,0,0,0
" September 11, 2017",Been going for years ! Fun day !,Annmarie L.,5,15,7,1,0,0,0,0,0
" September 11, 2017",Fun for the entire family. Will attend again such a beautiful place,Lorna A.,5,16,9,1,0,0,0,1,0
" September 11, 2017",Always a good time here at the food and wine tasting! Is my 3rd year visiting this place! Great outing and so far has been really good weather,Doreen C.,5,8,6,1,0,0,1,0,0
" September 11, 2017",Very fun event.,Adam T.,5,2,1,1,0,0,0,1,0
" September 11, 2017",More water stations would be beneficial. Great  venuesl.,Lynn W.,5,7,2,1,0,0,1,1,0
" September 10, 2017",Great festival with a large selection of wine and food vendors.  Beautiful fairgrounds and nice indoor/outdoor event.  Wish it was a little less crowded (next year we will go right as it opens to get a head start).,Alison J.,4,1,1,1,0,0,1,1,0
" September 10, 2017",Amazing eve,Yerny R.,5,10,4,1,0,0,0,0,0
" September 10, 2017","I had a fantastic time the tastings were great.  The wine tastings, the cheese tastings, the tasting olive oil with the bread was fantastic. The people were great not a nasty person not a bad person out there.  The weather was fantastic. This was a really great occasion. I would suggest a lot of people should go.",Desmond S.,5,16,10,1,0,0,1,0,0
" September 10, 2017",A little something for everyone!,Ann Marie C.,5,1,1,1,0,0,0,0,0
" September 10, 2017",Had a wonderful time. Everyone was so friendly. So many different wines to taste & ciders. Awesome selection of food.,Agnes V.,5,1,1,1,0,0,1,0,0
" September 10, 2017",Excellent vendors and wonderful time!,Lindsay M.,5,6,4,1,0,1,0,0,0
" September 10, 2017","Good value, lots of vendors and choices, so many that five hours isn't enough to sample as much as we would like.",Marc D.,3,5,2,1,0,1,1,0,0
" September 10, 2017","Super crowded, a bit chaotic.  It was very slow trying to get samples. I would suggest each vendor has a person dedicated to sales only and others who do the samples only. Just took too long at each place while winery reps were trying to do too many things at once.  Also, the amount of people cutting in front of others was mind boggling.  It was decent in variety & size but needs a tweaking.",Mary G.,4,18,10,0,0,1,0,1,0
" September 10, 2017",Amazing time with family and friends,Walter,5,1,1,1,0,0,0,0,0
" September 10, 2017",Great value with so many fine wines and delicious foods to taste.  Good music and a fun vibe!  Could have been more food trucks available.,Cynthia C.,5,7,5,1,0,0,1,0,0
" September 10, 2017",Great way to taste wines from New York state.,Richard T.,4,2,2,1,0,0,1,0,0
" September 10, 2017",The venue for the wineries was too crowded. They could have been spread out. There weren't enough foods for the food tasting and there should have been more comingling of foods with wines. More artisans could have offered crafts for sale..it was hard to find vendors with water and soft drinks and no coffee vendors. People started leaving after an hour or two as there wasn't enough to keep them there.,Merryl S.,3,2,1,1,0,1,1,1,0
" September 10, 2017","Yes and so much wine tasting and other venders. Such as jewelry, food, etc.",Cynthia A.,5,3,1,1,0,0,1,0,0
" September 10, 2017","It was a beautiful day to sample New York State wine, cheese, and desserts with friends. There were plenty of merchants to satisfy every palette. I would definitely do it again and recommend it to others.",Kristina W.,4,1,1,1,0,0,1,0,0
" September 9, 2017","An absolutely perfectly run festival. The grounds were well marked and easy to get to. Staff was on hand to direct the parking, and then more staff was there to guide people and give out wrist bands. The wine and beer was varied, with so so many vintners and brewers represented. The food trucks had different types of food for everyone, and for the first time in my experience the food was well-priced! All in all a great day for my wife and I, can't wait to go back next year!!",Adam A.,5,2,2,1,0,1,1,1,0
" September 9, 2017",I have been going for many years,Linda K.,1,1,1,1,0,0,0,0,0
" September 9, 2017","its a shame that after you buy a d d ticket for the event, you have to pay $2.00 for a water.",Randy T.,4,20,4,1,1,0,0,0,0
" September 9, 2017","Always such a great time laughs and smiles!
We look forward to this every year.....",Christine,5,22,6,1,0,0,0,0,0
" October 14, 2016",Great day! Great deal! Be prepared for a crowd.,Kelli C.,5,1,1,1,0,0,1,1,0
" September 15, 2016",Have been attending this event for several years now absolutely love it!!,Cindy G.,5,5,1,1,0,0,0,0,0
" September 14, 2016","Is q great place! Good outdoor, wine beer and venders",Doreen C.,5,8,6,1,0,1,1,0,0
" September 14, 2016",Great fun and very large selection of merchants.,Stephan L.,5,8,3,1,0,1,0,0,0
" September 14, 2016","I was there 2 years ago and now on September 10, 2016. I only paid $20.00 each for the tickets, which is a great price considering all that you get. The only thing that was bad was the weather. It was very hot and humid that day and the ceiling fans were not doing anything with those high ceilings and all the people in the tents.",Mary V.,5,1,1,1,1,0,0,0,0
" September 14, 2016","Larger and more booths than I thought, food and craft options - great way to spend a day outdoors",Virginia C.,5,6,5,1,0,0,1,0,0
" September 13, 2016",it was a great variety of local wines beers and other alcohol.  the food for tasting was very limited to just cheeses and some desserts but they had several food trucks to choose from that were great! hope to attend again next year!,Dayra F.,5,49,40,1,0,0,1,0,0
" September 12, 2016",One of our FAV Fest...,Christine,5,22,6,1,0,0,0,0,0
" September 12, 2016",Really crowded. But nice,Mary H.,5,2,1,1,0,0,0,1,0
" September 12, 2016","Nice event, food was good and not too crowded. White wine samples we nice, not a fan of NY reds.",Rachel L.,5,3,2,1,0,0,1,1,0
" September 12, 2016",We had a great time tasting different wines & spirits from the Hudson Valley.  Great way to spend a Sunday afternoon!,Jean M.,5,12,7,1,0,0,1,0,0
" September 12, 2016",Layout was perfect.   Vendors awesome.,Judith A.,5,2,1,1,0,1,0,0,0
" September 12, 2016",Had a great time!!!! Disappointed at the beer selection compared to last year.,Allison F.,5,5,2,1,0,0,1,0,0
" September 12, 2016","Had a fabulous time, I can't wait for the next one!",Meagan N.,5,19,4,1,0,0,0,0,0
" September 12, 2016","This was a great event, not as many wine vendors as the past from what I was told. But for my first year going I really enjoyed myself even with the heat. Definitely something everyone needs to experience of you leave around the area. I will advise even with this being open to children there isn't much for them to do. Just better to enjoy an adult day of fun.",Lana B.,4,4,3,1,0,0,1,1,0
" September 12, 2016","What a great venue for this event!  There were lots of people there, but it didn't feel crowded like so many wine and food fests!  
We enjoyed the variety of vendors and food choices.",Catherine C.,5,2,1,1,0,1,1,1,0
" September 12, 2016",There were no garbage pails for you to use.,Patty M.,5,13,7,1,0,0,0,0,0
" September 12, 2016","The event is enjoyable, friendly, enlightening, and filling!",Douglas Z.,5,6,6,1,0,0,0,1,0
" September 12, 2016",It is always such a fun day.  thank you to all those that organize it.,Barbara P.,5,11,6,1,0,0,0,0,0
" September 11, 2016",I love this place,Doreen C.,5,8,6,1,0,0,0,0,0
" September 11, 2016",Always a fun time to experience local wines!,Marie P.,5,11,5,1,0,0,1,0,0
" September 11, 2016",Good wine selection & food vendors,Yaya V.,5,2,1,1,0,0,1,0,0
" September 11, 2016","A great variety of wine, cider, and spirits to taste!",Kathryn P.,5,13,9,1,0,0,1,0,0
" September 11, 2016",The festival was really well run and overall was a lot of fun! Just have some cash bec most food trucks only accept cash!,Nathalie D.,5,7,2,1,0,0,1,1,0
" September 11, 2016",Very warm day,Elizabeth O.,4,9,2,1,0,0,0,0,0
" September 11, 2016",Too much fun! Still recovering!,Michelle M.,5,9,3,1,0,0,0,0,0
" September 11, 2016",Had such a great time at the event. Felt like they did not have enough food vendors.,Connie C.,4,1,1,1,0,0,1,0,0
" September 11, 2016",Great time.  Not too crowded.  More wine than could possibly sample!,Susan C.,5,4,2,1,0,0,1,1,0
" September 11, 2016",Fun experience- we had a great time and was impressed with the many vendors,Kerry B.,5,29,18,1,0,1,0,1,0
" September 11, 2016",Had a great time and would recommend it.,Rossana P.,5,43,12,1,0,0,0,0,0
" September 11, 2016",Highly highly highly reccomend! So much fun!,Dana C.,5,8,3,1,0,0,0,0,0
" September 10, 2016",Amazing! So much! Will be back next year!,Meredith P.,5,2,1,1,0,0,0,0,0
 Invalid date,Bring address labels with you.,Nick D.,5,1,1,1,0,0,0,0,1
 Invalid date,Get there early and either eat beforehand or bring money for food stands.,Junemarie D.,5,1,1,1,0,0,1,0,0
