Date,Description,Name,Reting,rating_count,reviews_count,label
" June 14, 2018",Lovely outing with my fiance for his birthday. The employee was very knowledgeable (forget her name). I went to the location at Reading Terminal in Philly. You get quite a bit of wine and the cheeses are great. Ended up buying a bottle on the way out!,Chinelo W.,5,2,2,1
" June 12, 2018",Not very knowledgeable about the product's,Kyle M.,3,16,16,0
" June 10, 2018","Very good service, the employees there were  very knowledgeable, great experience  will definitely go again",LaLa P.,5,2,2,1
" June 3, 2018",I enjoyed it was my first wine tasting experience.,Kimberly D.,5,1,1,1
" June 3, 2018",I enjoyed it was my first wine tasting experience.,Kimberly D.,5,1,1,1
" June 2, 2018",Great wine and delicious cheeses 😀,Leona P.,5,48,48,1
" July 21, 2017","Had a very pleasant experience at Blue Mt Vineyards. Great wine and cheese pairing with a friendly employee. Really enjoyed the dry wines we sampled. Afterwards, we sat and relaxed on the deck, sipping very tasty Sangria. Will definitely go back!",Susan T.,5,2,2,1
" May 26, 2018",Great first experience. Will definitely be returning.,Racquel M.,5,8,8,1
" November 13, 2018",The place looks basic. Nothing fancy about it.,Kim R.,2,1,1,0
" November 12, 2018","Knats everywhere, two large dog were allowed to roam around the store even though a member of our group told them she was frightened by them, cheese was old (dried out edges) & as far as tasting the wine we were given a very small amount to sip.☹️☹️☹️",Kimberly A.,2,12,12,0
" November 8, 2018","This was one of the worst experiences of my life. The only good thing about it was the pre-packaged chocolates over which the employee had no control. We were greeted at the door by two huge Rottweilers, not a problem for me personally, but not a great idea for customers who dislike or fear dogs. We stood at a bar for the entire experience. We were given so little wine to taste, there was barely enough to have a pre and post chocolate sip (and I do mean sip)of each wine. And all but one of the wines we tasted had the stale taste of a wine that had sat for too long in an opened bottle. The woman who facilitated the tasting admitted that she did not regularly taste the wines and simply regurgitated the description sheets we receive during the tasting via rote memorization as an introduction of each. Glasses were not rinsed between wines. ""Palate cleansing "" achieved by an offer of miniature oyster crackers. The entire experience lasted less than 5 minutes. I gave a one star rating only because there was no option for zero stars. Definitely would not recommend to others.",Pat K.,1,1,1,0
" November 5, 2018",We did the wine and cheese tasting and were not impressed with the wines we tasted. The experience would have also been better if we had better service while we were there.,Alyssa D.,2,2,2,0
" May 21, 2018",Love love love!,Nina P.,5,44,44,1
" May 21, 2018",My  husband and I enjoyed the cheese spread and the selections of wine. We will be back soon 😀😀,Leona P.,5,48,48,1
" May 16, 2018",This was a very nice experience and is very fun to enjoy with your friends! The staff is amazing and our server very sweet!,Karina V.,5,2,2,1
" May 14, 2018",I had a great experience. My friend and I were helped by two girls who were very friendly and quick. Also were generous which I enjoyed. I have been twice and would definitely go again. Fun experience,Taylor B.,5,4,4,1
" May 9, 2018",They were really friendly and the wine and cheese were delicious. I would highly recommend this to anyone!,Hillary M.,5,6,6,1
" May 9, 2018",Everything was great! The employees were very knowledgeable about the wine & they tasted great. We each took a few bottles home to enjoy at home. Thanks for a wonderful time (-:,Lindsay D.,5,2,2,1
" May 9, 2018","This is a hidden gem at reading terminal and although it isn't the full winery experience, it makes for a great outing with friends!",Jovilin J.,5,1,1,1
" May 8, 2018","Given wrong address and location...drove for 4 hours to get to the right location they own.  Lady working the tastings was not very engaging.  Wines were ""so-so"" in quality.

We paid for 4.  Came without the 4th person.  We asked for 1 extra taste (1 sip) and they charged us additional $, when they were paid for someone who was not even there.  They made extra $ off us, but no means to compensate us for that missing person.",Robyne M.,3,12,12,0
" May 8, 2018","staff was very friendly, informative and helpful.   They went out of their way to make this a good experience.   Reservations are a must though - it gets crowded!",Donna C.,5,5,5,1
" May 7, 2018","Such an amazing place! I love it. Got wine glasses and accidently dropped them, bummer.",ARUNA S.,5,3,3,1
" April 30, 2018",I would return to this place. The staff was nice and the wine with the chocolate was tasty!,Lizbeth V.,5,5,5,1
" April 30, 2018",Everyone was friendly and knowledgeable. The wine was also great!,Emily J.,5,1,1,1
" July 3, 2018",It wasn't what I thought it would be and when me and y coworker got there they were having a event which we couldn't stay for and wasn't made aware when we made the reservation that a event would be going on and we would have to leave early,Justmella H.,2,3,3,0
" July 2, 2018","Poor service , rude staff",Sara E.,2,8,8,0
" September 28, 2017","Very quaint place. 2 dogs on the premises who are extremely sweet. Tasty Wine and chocolate. Nice shop. Nice and curteious staff. 
Recommend highly.",Jenelle D.,5,9,9,1
" March 6, 2016","The manager fascilitated our wine tasting and was extremely knowledgeable, passionate, and fun.  We had an amazing time and the wine tasted great.  We receives chocolates with our wine tasting and souvenir glasses to take home.  I ended up purchasing the Red Horizon to go and the White Merlot was my second choice.  Money well spent!!!",Andre H.,5,1,1,1
" July 23, 2017",Event was informative and guide was very personable.  Small vineyard but everyone was very friendly,Cynthia A.,5,3,3,1
 Invalid date,Very good wines - one of our favorite vineyards of the day!  Plan on at around 2 hours for tour and tasting.,Carrie S.,5,9,9,1
" July 25, 2016",Very nice place to visit.  Very interesting and informative tour.  Our guide was great.  We also got to hear some good music while there.  Seems that Sundays are music days.,John F.,5,1,1,1
" November 28, 2017",Good wine and cheese with a comforting atmosphere,Manuel S.,5,4,4,1
" September 27, 2016",Awesome wine and chocolate...the staff is so nice....,Chiara P.,4,1,1,1
" July 21, 2017","Great Tour!  Guide, Victor, was very knowledgeable and made the tasting fun.  Will definitely go back again.",Mary V.,5,4,4,1
" February 19, 2017",We had the best time on the wine tour and tasting. The staff was extremely accommodating and knowledgeable. The wine and chocolates were the absolute best in this region. We will definitely come back.,Cynthia H.,5,2,2,1
" March 6, 2017","It was the best tasting We've been to! Victor made it entertaining, informational and an overall fun experience. The wines and chocolates sampled were delicious. We defiantly recommend!!! Thank you Victor for making our day.
Thanks, Barry and Jacqui",Barry A.,5,30,30,1
" March 21, 2018","The wine wasn't the best I've had but it was still good. The people were lovely. The cheese was really good. I took my favorite wine at that time home with me. I wouldn't go back to that location because it wasn't as classy as I wanted it to be. I know the New Tripoli location would be a better fit because they have a big vineyard and all of that good stuff. The location I went to in philly is nice for tourists, or for people who are just getting a drink and walking around the rest of the building, because there is so much other stuff going on in the building other than the wine tasting place. But overall I love to experience new things and that was a nice experience for what it was worth. I will go back to buy wine of course, I just don't think sitting there for a wine tasting is good for me, too much going on around you.",Chekera C.,5,1,1,1
" August 17, 2017",It was an amazing experience! The staff and the wine are incredible!! ✨,Nia A.,5,10,10,1
" June 27, 2016","I love the wine and chocolate,  will love doing it again",Jnayh B.,5,11,11,1
 Invalid date,"We had a very relaxing time at Blue Mountain Vineyards. The wine and cheese pairing was excellent. The staff was friendly and helpful. It was so nice just to sit on their deck, overlooking the vineyards and ponds and enjoy the wine.",Katie C.,5,2,2,1
" November 6, 2016",Great experience! We went to the reading terminal store. Very knowledgeable staff and the wine was delicious!,Caitlin Q.,5,5,5,1
" June 12, 2017",excellent tour and tasting,Dawn R.,5,8,8,1
" September 28, 2017","Very friendly staff, great wines!",Albert D.,5,7,7,1
" November 13, 2016",I have been coming here for almost 20 years. The wines here are as timeless as the owners. Always worth stopping in to check out new wines and awesome entertainment!,Jennifer D.,5,39,39,1
" June 8, 2017",We visited their location in Reading Terminal. The staff member who took care of us was very friendly and knowledgeable about the wines. We thought the wines were very good and went well with the chocolate! All in all a very pleasant little experience.,Emily,5,1,1,1
" October 8, 2016","Lovely experience, very educational and marvelous wine. I definitely learned a thing or two",Stephanie K.,4,26,26,1
" October 16, 2017","Friendly folks, great atmosphere, fun tour and tasting (ours was paired with cheese). Victor is knowledgeable as well as humorous! The wines are fabulous and the prices are great. Lots of neat activities to make you want to come again.",Sheila S.,5,20,20,1
" June 7, 2016",Great staff and wonderful wines!!!,Keisha B.,5,16,16,1
" June 7, 2016",Great staff and wonderful wines!!!,Keisha B.,5,16,16,1
" March 23, 2018",Lots of delicious wines!,Fran S.,5,24,24,1
" August 15, 2015",Great time at the tasting. Went to the Philadelphia location so there isn't a vineyard but the people were great and informative. The wine was amazing! My boyfriend and I will go back again,Rachel Z.,5,1,1,1
" June 19, 2016",We had so much fun at the reading terminal wine tasting with our awesome instructor AJ who answered all our random questions about wine production and pairing. Also had a happy little wine buzz all afternoon for some fun reading terminal shopping and eating which topped it off and made the groupon well worth every penny. We even bought a few bottles of our favorite wines and got souvenir glasses (which came with the groupon)! Great for a different kind of date night or even with a few friends! And we will definitely be back to visit Blue Mountain Vineyards in reading terminal!!,Lisa G.,5,6,6,1
" March 18, 2016","Wine was delicious, preferred the sweets over the dries. Chocolate pairing was perfect for the wines, we really enjoyed ourselves and would go back any day!!!",Shareema J.,5,2,2,1
" November 27, 2016",absolutely amazing best wine I've ever had and the tour experience was great and so much great info given. this is definitely worth the price and time you will not regret it,Mark Z.,5,3,3,1
" October 16, 2017",The staff was great and the wine was good. The Reading Terminal Location is awful. I plan to attend their other location.,Erika G.,3,1,1,1
" April 19, 2015",Great atmosphere and great wine!,Lisa S.,5,35,35,1
" October 28, 2013",Excellent wine and the young woman who was doing the wine and cheese pairing was knowledgable about the wines.,Ashley M.,5,33,33,1
" March 22, 2018",Lovely experience and a great bargain! Wasn't stingy with the wine and the cheese that was paired with it complimented so well. The lady who served us was very lax yet knowledgeable. My mother and I will definitely be returning!,Tyria B.,5,3,3,1
" November 19, 2016",Me and my husband went to Reading Terminal location for our 10 year Anniversary.We had a good time. The wine and chocolate pairing suggested by the host was very good. The host was very warm and friendly and was able to answer all the questions we had.,Benadeta B.,5,1,1,1
" July 20, 2014","Wonderful time however, proprietor gave a one hour ""lecture"" prior to touring facility. Way too long in a non airconditioned room.  Tour itself very nice and wines excellent.",Barbara F.,5,3,3,1
" October 1, 2013",The tour was very informative about the wine making process and what things make a better wine.,Sean M.,5,4,4,1
" October 1, 2012","Informative tour, great wine. The grounds and parking lot could be better groomed.",Kenneth K.,5,2,2,1
" June 25, 2012",Thank you for a very informative tour.  Your wines are excellent!,Barb S.,5,8,8,1
" April 18, 2012","Tranquil setting and the informative, congenial tour as well as the wine tasting made for a very pleasant experience. Thanks again! BTW- we are enjoying the wine.",William S.,5,11,11,1
" October 25, 2013",The winery was very nice. Ken the owner and wine maker was great his tour was very informative and the wine was fantastic.,Beth H.,5,2,2,1
" November 20, 2016",Great experience! Joe... the owner was so knowledgeable and very personable during the tour. The wine is lovely. They had wines to accommodate my palate  (I like dry) and my girlfriends palate (she likes sweet). We'll be going back!,Kristine A.,5,4,4,1
" January 23, 2017",Joe and Vicki could not have been more gracious and knowledgeable.   We have done a lot of wine tours and this by far was the best. Learned a lot of new info and the wines were very good.  Will definitely be back.,Nancy M.,5,3,3,1
" November 20, 2016","Very nice place. Good wine, definitely check this place out if you are in the area.",Sharon M.,5,2,2,1
 Invalid date,Great vineyard! Staff was friendly & helpful. Wines were unique & excellent! The wine glasses were etched in a party of 2 but not in a party of 4. Glasses were also bigger in a party of 2. Good time!,Rebecca S.,5,1,1,1
" February 26, 2017",great time.  tour guide was very informative.,Krystal P.,5,1,1,1
" January 30, 2017","Excellent tasting wine, very informative. Great atmosphere. Will definitely go back.",Nehal M.,5,12,12,1
" May 9, 2017","I thought that the location, setting and ambiance were impressive and welcoming! The staff were welcoming, the brief tour was informative and interesting.. Thanks to tour guide, Victor, for his hospitality and great Smiles, that made for an enjoyable experience!!!",Lyonesslm,5,1,1,1
" July 30, 2017",Great time and great wine !,Nick S.,5,1,1,1
" August 4, 2016",The wine and chocolates were great.  Little hard to find since it is in the Giant store.  This is the Hummelstown store.,Donna P.,5,7,7,1
 Invalid date,"nice tour, friendly, very informative and great tasting wine",Martin C.,5,2,2,1
" January 13, 2016",The wine and chocolate were great.  The samples of the wine were larger that I've had at other winery tastings.,Janet A.,5,23,23,1
 Invalid date,Excellent information and good tour of their cellars. Great wines! Will highly recommend.,Mike A.,5,2,2,1
" October 2, 2016",Excellent tour and excellent wine.  It is a very beautiful location as well.,Corissa R.,5,38,38,1
 Invalid date,"Great tour & FABULOUS wine! The owners/operators were extremely knowledgeable and not only did I love all the wines I tasted, I learned some interesting facts as well. I would definitely recommend this Groupon!",Natalie H.,5,1,1,1
 Invalid date,Excellent and informative tour. Great tasting wine.,Tina A.,5,1,1,1
 Invalid date,Very nice and informative tour.  A great place with great people and really great wine (and I'm not a fan of wine!).,Matt G.,5,1,1,1
 Invalid date,Great tasting wines and cheeses. Friendly helpful people.,Jason G.,5,1,1,1
 Invalid date,"Very good wines, reasonably priced, great informational tour, will definitely go back!",Carol M.,5,5,5,1
" April 3, 2017","We went here as a girls weekend, we also frequented many wineries in the area.  The wine was delicious, the gentlemen that did our wine tasting was very knowledgeable.  He invited us to explore the vineyard and look around. the surrounding area is beautiful, there is also a deck overlooking two lakes.  Even though it was a chilly day we sat outside and enjoyed the atmosphere.  Definitely worth the trip!",Colombia S.,5,4,4,1
" October 18, 2015","It wasn't a tour really, more of a lecture on the difference Pennsylvania and California wines, but the pairing and tasting was really on point  We went dieing the wine trail weekend so there was other things going on in the store,  the Vineyard looked really amazing considering the weather",Danyel J.,5,36,36,1
 Invalid date,"Great time.  Sundays are fun there is music.   Good wine, sangria    Beautiful scenery.",Denise C.,5,7,7,1
 Invalid date,"Excellent tour. Owner was very informative and quite funny.
Wine tasting with cheese was very satisfying. We generally do not like PA wines but this was really good.",John M.,5,1,1,1
" October 28, 2016","Make sure you make an appointment here prior to coming, because weekends can get busy! Bought this as a gift for my friend and we had a wonderful time. Lots of delicious wine to choose from at very reasonable prices!",Stephanie S.,5,2,2,1
" October 28, 2016","Make sure you make an appointment here prior to coming, because weekends can get busy! Bought this as a gift for my friend and we had a wonderful time. Lots of delicious wine to choose from at very reasonable prices!",Stephanie S.,5,2,2,1
" July 9, 2017",The entire experience was amazing! This vineyard is old world and has 30 years experience. Extremely friendly staff and overall great ambiance. You can bring your own picnic too!,Stephanie S.,5,6,6,1
" October 23, 2016",Good wine and decent chocolate.  Very nice afternoon.  I really enjoyed the chilled white merlot.,Diane D.,4,15,15,1
" March 19, 2018",Great wine gret service you couldnt ask for a better time,Tony S.,5,1,1,1
" December 11, 2017",Beautiful vineyard. Victor was an awesome guide.,Heather K.,5,4,4,1
" November 14, 2014",This was a great experience to learn and taste some delicious wines. The host was amazing and so welcoming. Highly recommended.,Tyler W.,5,3,3,1
" February 2, 2016","They were kind, professional, fun and helpful. The wine and chocolate was GREAT!",Candace K.,5,1,1,1
" November 9, 2014","Great place, great people, great atmosphere, great wine.",Kristin G.,5,1,1,1
" July 14, 2014",The wines are great!,JoAnn N.,5,5,5,1
" March 18, 2014",Great location. Nice people. Nancy is the bomb! Great wine. Good selection of wine paraphernalia to purchase. We're planning on coming back.,Jude C.,5,27,27,1
 Invalid date,Great place to go. Wine was terrific.,PauL L.,5,3,3,1
 Invalid date,"Joe, guide was amazing. So knowledgible and friendly.. The tour was fun, tasting was great. Good news to any dry wine lover... Pa can make a good wine!! Not all pa wines have to taste like potpourri. I will definitely be going back. Thanks groupon!",Casey F.,5,6,6,1
 Invalid date,We had a great time! The wine is fabulous!,Michele C.,5,10,10,1
 Invalid date,"we had a very good time Very informal , the wine was very good",Mary C.,5,4,4,1
 Invalid date,We celebrated our 8th anniversary their and it was a great experience. It is a relaxing atmosphere and must do for every couple or adult group looking to hang out and enjoy some wine together.,Kyle R.,5,1,1,1
 Invalid date,"Amazing!! Wines are bar-none the best in the region! Joe was an absolute gem! Great educator and quite the ""gabber""! Loved every minute of our experience! Will be back and bringing lots more friends!!",SueAnn W.,5,2,2,1
 Invalid date,It was a great experience - and the wines were enjoyable!,Deanna R.,5,2,2,1
 Invalid date,I had an amazing time. Great wine!,Derek S.,5,1,1,1
 Invalid date,Great vineyard in a very scenic location. Friendly people and great tasting wine!,Elizabeth D.,5,1,1,1
 Invalid date,It was a fun tour and wine-tasting experience and the staff and owner were friendly and accommodating!,Jaclyn M.,5,1,1,1
 Invalid date,Try the Apple Spice wine...its awesome!,Jamilah L.,5,1,1,1
 Invalid date,"Folks there were very personable, wine was excellent (we bought a case) although a little more info on the wine & cheese pairing would be cool.",Martin N.,5,8,8,1
 Invalid date,it was very good. RESERVATION REQUIRED! it was very good. their wines are low in sulfites therefore you reduced to no headaches and migranes and rosation (redness in the face) excelent place. small building. great people. tasty wine.,Lauren V.,5,14,14,1
 Invalid date,"Thoroughly enjoyed ourselves (all 4 had different needs & expectations and they were all met)! And the wine is great on top of the experience! You gained 3 new customers (I already was one, but I switched my wine type) and will definitely see us again!",Nadine C.,5,20,20,1
 Invalid date,Great Wine!,Anthony H.,5,11,11,1
 Invalid date,The owners were very welcoming and informative about their Vineyard. The atmosphere was great to be in but most importantly their wine was spectacular. I highly recommend the wine tasting at Blue Mountain Vineyards which will help you decide the wines you would like to purchase. My personal favorites were the Vignoles and Victoria's Passion.,Katia C.,5,4,4,1
 Invalid date,Beautiful scenery. Inside setup  is very nice. The man who owns it has a lot of knowledge about wine. Great tour.,Mallory O.,5,28,28,1
 Invalid date,"Great tour to do with friends!! Beautiful atmosphere and Joe, the owner, is personable and knowledgeable!  Don't forget to say hello to Virdal!",Jodi P.,5,3,3,1
 Invalid date,The tour was great!,John R.,5,1,1,1
