Date,Description,Name,Reting,rating_count,reviews_count
" June 10, 2016","Intimate setting, exceptional service, and award-winning selection: my tasting session was incredible (1 note: possibly add bar stools? All those samples, but my legs got tired!)",Karl S.,5,2,1
" September 4, 2017",Awesome selection of wines and apps! And the staff was very knowledgeable and kind! The view from the patio was just amazing! I highly recommend it and I will definitely be back!,Enjanae P.,5,2,1
" August 2, 2017",Wonderful selection of wines and very helpful staff. Had a wonderful time and will be back.,Kim G.,5,23,11
" December 20, 2016",Very good find in the area! Great staff and very delicious wine flavors! Definitely will be going back 👍🏼👍🏼,Brandi L.,5,5,1
" December 18, 2016","Nice, clean and professional staff.",Thomas C.,5,32,16
" June 1, 2016",Staff is very friendly & knowledgeable,Karen D.,5,14,12
 Invalid date,The staff was very friendly.  Love the wine,Liliana M.,5,7,3
" September 8, 2016","Wish I learned more about the vineyard. And wish it was more organized. Kinda like a free-for-all, a bunch of people at a bar tasting tiny tiny samples from two bartenders. Doesn't have a vineyard feel at all.",Lauren E.,3,5,1
" June 22, 2016","Super friendly, positive experience.  You can taste all the wines",Donna W.,5,14,3
 Invalid date,"great presentation of all wines, lots of choices, great time   Well worth the trip !!!",Louis C.,5,3,1
" April 3, 2018","We had a great time, the ladies working at the service counter and at the wine tasting table were both very helpful and the wines were great.",Nancy K.,5,4,4
" March 25, 2018",I really had a nice time talking with Alex and she explained all the wines. This was my first time and she helped make it nice. I also really enjoyed the chocolate with the cheese tray. Alex also suggestion that as well.,Lucy A.,5,6,2
" January 25, 2018",The Experience was GREAT!! I do want to say you do not have to buy the tickets thru Groupon. We did but when we got there we found there was no money savings. The cost of the Tasting and the Cheese plate were the same amount if we did not use Groupon. I am not sure who sets the price (Groupon or the Winery). Either way I will be going back but will not need to use Groupon for the visit.,Jodie S D.,5,1,1
" January 7, 2018","Always enjoy visiting Plagido's & this groupon 2as a phenomenal deal! Very knowledgeable staff, fantastic wines, I highly recommend taking the time to visit here!!!",Karen D.,5,14,12
" December 13, 2017",My fiance and I recently attended a wine tasting at Plagido's Winery and we were very pleased with the intimate setting and the quality of their wine! Alex provided excellent customer service and she was extremely knowledgeable about the history and flavors of the wine. I would most certainly return for another tasting and recommend Plagido's to friends and family!,Dominique M.,5,1,1
" November 29, 2017","Friendly staff 
Loved the wines
Awesome views on the patio
Cheese platter very nice
Will be back",Annette K.,5,6,3
" November 27, 2017",Amazing cheese plate and seemingly limitless small tastings. Some of the service was outstanding while some could be improved. Wonderful view/area to relax when the weather is nice.,Tina F.,5,140,104
" November 27, 2017",friendly staff and an abundance of options the wife and I loved it,Glenn M.,5,4,3
" November 18, 2017",I enjoyed the wines and like that you can choose which wines to try. There's a nice patio out back where you can enjoy a glass of wine while having a picnic. Can't wait to go back!,Fran S.,5,25,12
" October 24, 2017",We added the chocolate flight to our tasting and it was great (if you don't like dark chocolate skip it). The ladies were knowledgeable and pleasant. We purchased wine before leaving and will be back to but more.,Marie M.,5,3,2
" October 9, 2017","Pleasant, knowledgeable, and relatable staff. I'd definitely visit again.",DIAMOND,5,1,1
" September 21, 2017",Probably the best in New Jersey wines. The cheese plate was delicious!,Darlene P.,5,33,9
" September 19, 2017","greta wine, great people, great fun",BarbaraJo M.,5,15,6
" August 27, 2017","Fun, friendly, very knowledgeable staff !!  Delicious wine !!",Kathy Q.,5,14,10
" June 19, 2017",It was very nice in there and the person that helped us with all the tastings was extremely nice and helpful,Jessica P.,5,3,3
" June 10, 2017",Wine has gotten much better since I was last there 10 years ago.,Barbara D.,3,4,1
" May 21, 2017",The ladies were awesome! Very knowledgeable. My husband and I had a great time. Will definitely be bringingy mom and sister to enjoy!,Zakiyyah W.,1,4,1
" March 2, 2017",Jasmine served us. She was very friendly and knowledgeable. The wine was great and the place was quaint and charming. wish the glasses were included with the purchase,Timothy A.,5,42,12
" January 30, 2017","Our server, Jasmine, was very nice and knowledgeable and went above and beyond.  Wines are very good - something for everyone!",Fran S.,5,25,12
" October 29, 2016","I love it ...had a great time... 
Thank you !!!",Yadira H.,5,5,3
" September 8, 2016","Some of the wines were sold out and could not try them, which was disappointing. But everyone was nice and some of the wines were really good. It has a sitting area outside with a beautiful view of the winery. Will definitely come back.",Yenny G.,3,4,1
" August 2, 2016",My cousins and I went for a girls outing!! Such a great experience!! Loved it,Eliana P.,5,3,2
" July 30, 2016",Nice place and the people who worked there are great. Nice wine selection. Sangria is the best.,Maritza M.,5,22,7
" June 9, 2016","Had a great time , we will be back",Mark R.,5,1,1
" April 28, 2016",We enjoyed our tasting very much. They encourage you to bring your own snacks. We took the time to sit outside and look at the vines and enjoy the day. It was beautiful.,Heidi R.,5,24,17
" February 21, 2016",Great wine and friendly services,Lynnette C.,5,1,1
" December 30, 2015","We had a great time,very friendly and  awesome customer service.",Joe D.,5,10,7
" November 25, 2015",Love all of there wines Especially BlackBerry,Paul M.,5,38,17
" November 24, 2015",Was very nice wine was good the back deck was relaxing,Flo W.,5,25,10
" November 22, 2015",Host was wonderful and informative  Wine was scrumptious,Vickie J.,5,52,11
 Invalid date,Delicious Sangria,George V.,5,6,1
 Invalid date,Great place and staff was great.,Rosie U.,5,1,1
" October 8, 2015",Really nice place,Mona G.,5,4,2
 Invalid date,Very good ring a snack,Flo W.,5,25,10
 Invalid date,Try everything!  They've got so many excellent wines!,Christopher M.,5,2,2
 Invalid date,"Bring lunch, buy a bottle and enjoy the view from their back patio",Kelsey S.,5,1,1
 Invalid date,"Ask for Charles,he had a wonderful knowledge of the wines.",Mari-carroll W.,5,6,3
 Invalid date,"Nice staff, nice deal.",Deborah T.,5,4,2
 Invalid date,Super friendly staff.,Jennifer J.,5,47,25
 Invalid date,Great place to visit,Mike N.,5,78,30
 Invalid date,Great service,Eric N.,5,6,5
 Invalid date,"No tour because it's so small, but you can check stuff out and ask questions.",Kita N.,5,2,2
 Invalid date,A very enjoyable tasting. Extremely wonderful staff. Wine is tasty. We will return!,Valerie C.,5,9,6
 Invalid date,"No seating... be prepared to stand, but otherwise great wine tasting!",Lyndsay A.,5,4,3
 Invalid date,"Very nice, good wine",Crystal D.,5,12,1
 Invalid date,This is one of my favorite wineries.  It is small but the wire is fantastic!,Vanessa C.,5,6,3
 Invalid date,The owner and staff are extremely helpful and very nice. The wines are delicious!,Darlene M.,5,6,4
 Invalid date,Fun afternoon of wine tasting.,Debra P.,5,2,1
 Invalid date,Personal attention was given even though it was very busy,Bernadette,5,2,1
 Invalid date,Very nice facility..knowledgeable employees. Great experience!,Dawn C.,5,7,6
 Invalid date,Bring a designated driver...... the wines are fabulous.,Sharon P.,5,1,1
 Invalid date,You can purchase a bottle of wine and have it on the patio best way to spend a Sunday afternoon.,Kerelin C.,5,7,3
 Invalid date,Wonderful wine... Very friendly service,Maureen H.,5,7,2
 Invalid date,Had a wonderful time. The ladies were very sweet and informative. The wines were wonderful and the atmosphere is just perfect. Would definitely visit again,Sherri A.,5,2,1
 Invalid date,The people are friendly and the vineyard is nice.  They could have more atmosphere for the tastings but all in all we will go back again.,Tami A.,5,15,11
 Invalid date,Try the blackberry dessert wine!,Nicole L.,5,13,5
 Invalid date,Make sure to call ahead and make a reservation for your tasting.  Very nice and personalized tasting.,Melissa M.,5,3,3
 Invalid date,Great wine!  Definitely worth a return trip.,Mary B.,5,4,3
" February 11, 2018","I bought this groupon based on the great reviews I read, but it was a mediocre experience if that. The manager wasn't friendly and just rushed our check in and just told us to enter the wine tasting room without much instruction. They were very frugal with the wine pouring despite the small selections they had and the ""wine experts"" were more dry than the wine. It was disappointing so our complimentary return vouchers (part of the groupon deal) will either be given away or just tossed.",Nina G.,2,14,9
 Invalid date,Wine staff were very nice and helpful but the wine was not very good at all. There are far too many other good wineries (product wise) in the area especially within Hammonton alone. Quality service just not a good product,Jim O.,1,4,2
 Invalid date,Cheese and chocolate for two was offered however we shared a small dessert plate. The presentation was not the best. The person that served us was very nice though.,Orpa,1,1,1
 Invalid date,There was no where to sit and young lady didn't bring out cheese and chocolate that was included with group on.,Cindy P.,1,3,3
