Date,Description,Name,Reting,rating_count,reviews_count,label
" December 12, 2017",I had a great time at Break Bar. The waitress was friendly. We had the buffalo wings and they were perfect. The environment is very friendly and it's a place I would definitely return to.,Shaquana T.,5,2,1,1
" July 24, 2017",I love this place! Very relaxed and fun environment with plenty of games to keep you entertained for a while. Prices are also super reasonable. Highly recommended.,Harrison P.,5,4,4,1
" September 22, 2016",Place is clean and fun. The staff is super nice and checks on you frequently,Elior K.,5,2,1,1
" September 1, 2016",Friendly crowd and staff. We had a great time. Will definitely come back again.,Yanira M.,4,4,1,1
" May 20, 2016","About 15 pool tables, 2 ping pong tables, and other arcade games. Really friendly staff and always playing the games on tv.",Meha B.,5,26,8,1
" July 31, 2016",Great food,Nikki C.,5,2,1,1
" June 8, 2017",I've gone here many times and it's a cool spot so when I saw a groupon I wanted to take advantage. However we got the WORST service available. The girl didn't bring our appetizer until we had 10 mins left and then tried to kick us out before we were done. A shame too because we work in the industry and tip regardless but they just assumed we were cheap.,Alyssa Marie D.,3,2,2,0
" July 11, 2016","This place is awesome! AMAZING chicken nachos and there are a lot of pool tables so we didn't have to wait long at all. Our server was really good as well, I'd definitely recommend this groupon to anyone who likes to eat, drink and play pool in a fun environment!",Cassandra J.,5,18,7,1
" November 15, 2015",This is a great deal!!! I loved their nachos with steak! Strongly recommended!,Sercan D.,5,23,9,1
" November 3, 2015","friendly staff, good nachos, plenty of pool tables",Joanna M.,5,3,1,1
" October 20, 2014","Great place food is just ok though
The cheese fries and nachos come with heated cheese slices that harden in 2 minutes so thats not so great but the atmosphere is nice
nice,nice",Michael,5,4,4,1
" June 28, 2017",Fantastic experience. We will definitely be back.,Kevin S.,5,5,5,1
" June 20, 2017",I loved the whole experience at the Break Bar.,Aman D.,5,29,29,1
" January 5, 2017","The service people were nice. I went on a Wednesday so it was not very busy. It was easy to get a pool table. They had a decent selection of beers. The tables and surfaces were a bit unclean. Generally, it was a fun and decent experience.",Miah M.,4,2,2,1
" April 24, 2017",We had great service this evening.,Michael H.,5,42,42,1
" March 16, 2018","We had a great time. The service wasn't that great, but for the deal you can't beat it. I would definitely do it again!",Jeanie J.,5,7,7,1
" November 10, 2016",If you don't go really early it's hard to get a table. But the food is great. We didn't end up staying. But we got our appetizer,Samantha R.,1,2,2,1
" March 12, 2018",I had a great time. This place is super dope. The atmosphere was awesome. This place rocks.,Jamie H.,5,6,6,1
" March 7, 2018",Fun place will go again,Sakeem B.,5,2,1,1
" March 6, 2018","Always a good time at Break Bar. The Groupon was an insane value, highly recommend",Christian M.,5,1,1,1
" March 6, 2018","Very friendly staff EXCEPT for the bar guy when asked for a glass of water! & it was our waitress who gave a glass of water too. The pool tables were plenty, establishment clean lot of room to move around. The appetizers especially the chicken fingers were delicious!!",Annette P.,5,27,26,1
" February 26, 2018",Great place to have some fun.,Radomir,5,3,1,1
" February 15, 2018",Great place! Highly recommended! Early birds get a greater experience. Food was so delicious. Service was great! My boyfriend said the draft beer was really good.,The Lissette Reinoso,5,2,2,1
" January 26, 2018","Staff was friendly, food was amazing, the vibes were good fun place to go and chill any night..",Yanni Y.,5,2,2,1
" December 8, 2017","The barmaid we had was nice, and the place was live for a Tuesday.",Carol B.,5,2,1,1
" October 14, 2017","Pretty dope place to go to even if you can't play pool, they have other games on site you'd enjoy. The service the night I went wasn't as enjoyable. It wasn't even that busy and we probably saw our waitress twice. Gave it a 5 based on the atmosphere.🤷🏾‍♂️",Greg A.,5,1,1,1
" October 14, 2017",Our waitress was wonderful.,Michael H.,4,42,12,1
" October 1, 2017",Great environment and courteous stuffs.,Pradipta B.,5,5,4,1
" August 29, 2017",Amazing place!,Amira N.,5,23,9,1
" August 27, 2017",Very good deal definitely recommended,Maria D.,5,27,14,1
" August 26, 2017",Great place good people awesome vibes!,Eshan D.,5,19,2,1
" August 25, 2017",Great place to relax.,Zexin L.,5,7,3,1
" August 3, 2017",Great place for drinks and some fun,Anthony M.,5,18,14,1
" June 20, 2017",It was great took my boyfriend for fathers day the place is nice we had great time i cant remember my waitress name but she was the best im definitely doing it again,Sophalicous B.,5,1,1,1
" June 8, 2017",Had a great time..,VALERIE V.,4,21,10,1
" June 8, 2017",So happy with my Groupon purchase! Staff is lovely and attentive and there's much to do. With this Groupon you can get ANY type of beer in a pitcher so we went with Blue Moon :) Using the Groupon was super easy. You just have to show the voucher to your waitress and she redeems it for you. Simple. Just bought our second one!,Mayroby R.,5,6,2,1
" June 8, 2017",Great deal for a weeknight. Wide selection of drafts and the apps are delicious. I'm terrible at pool but I could see myself getting better through this deal.,Jorge C.,5,5,1,1
" May 26, 2017","Great place for snacks, beer and fun.",Syed M.,5,3,1,1
" May 12, 2017","It's a good place for big groups or even couples, many billards, the food was ok too.",Dijana A.,5,15,7,1
" May 1, 2017",Bartender was nice and very helpful with letting me use the coupon! the space is huge and I'm having a good time!,Tiye R.,5,2,1,1
" April 26, 2017",Workers should definitely be more attentive to the customers.,N R.,3,1,1,1
" April 25, 2017",Good deal😀 and nice place to hang out,Mayleni G.,5,14,3,1
" April 22, 2017",Great place !!,Jisset R.,5,2,1,1
" April 11, 2017",Great deal!!! Loved the quesadillas,Melissa L.,4,53,27,1
" March 30, 2017","Wings, Pulled Pork Nachos and a pitcher of Dogfish 60... gotta get in on this action.",Rudy L.,5,3,1,1
" March 29, 2017",Pretty chill atmosphere..good selection of beers and plenty of tvs for sports.,Levi C.,5,10,3,1
" March 28, 2017",I visit very often. Fun memories made here,Jessica R.,5,4,1,1
" March 24, 2017",So many games to choose from and an inviting chill atmosphere. Many beers on tap and affordable prices. Check in on yelp for additional deals.,Brittany A.,5,3,3,1
" March 6, 2017","Groupon is a great deal. Pitcher of IPA, delish pulled pork nachos and pool!",Alexandra R.,5,22,14,1
" March 6, 2017",Great place but even better staff on a Sunday night,Eric G.,5,21,13,1
" March 3, 2017",Love this place!! More than just a bar like the school yard for adults. Between the pool and ping pong and shuffleboard and the table games you can never be bored here.,Claire S.,5,5,5,1
" February 8, 2017",Server was very friendly and place was very clean. Would def. purchase this deal again in the future!,Cynthia B.,5,6,5,1
" February 4, 2017",A good place to hangout but expensive,M W.,4,16,4,1
" January 27, 2017",Great place and great music,Arthur M.,5,9,3,1
" January 16, 2017",My fiancee and I had a wonderful time. The staff treated is well and the buffalo wings were absolutely delicious!,Anthony C.,5,1,1,1
" December 24, 2016",Good time and food options. Great deal.,Diana A.,5,13,8,1
" October 25, 2016",Very fun time and cool place. Will be back there again,Christopher C.,5,4,2,1
" October 20, 2016",nice place to hang out,John A.,5,3,3,1
" October 10, 2016",Awesome from the food to the service! Definitely recommend,Andrea C.,5,2,2,1
" October 5, 2016",THIS PLACE IS AWESOME!!!!,Yahaira Q.,5,3,2,1
" September 12, 2016",So much fun !,Sharon R.,5,6,4,1
" September 3, 2016",Great place to hangout with friends.,Roshan K.,5,6,4,1
" August 16, 2016",Cool vibe .,Genesis C.,5,5,2,1
" July 26, 2016",Great hangout place,Edwin T.,5,20,10,1
" July 13, 2016",Great place! Fun pub trivia!,Brian G.,5,12,4,1
" July 6, 2016",Great place and great deal!!,Nichole L.,5,9,3,1
" July 4, 2016",The food is amazing and the service is even better. Can't wait to come back!,Zandy R.,5,7,2,1
" July 1, 2016",Great place!,Aldair F.,5,1,1,1
" June 28, 2016",I really love this place! Very comfty! Deli appetizers and a great selection of beers!!,Amira N.,5,23,9,1
" May 23, 2016","Great place! Fights, games and more can be watched",Eric G.,5,21,13,1
" May 13, 2016",Great atmosphere great bar people are awesome,John P.,5,1,1,1
" March 9, 2016",Great place !!!,Leonid G.,5,1,1,1
" March 4, 2016",Cool place........liked it,John A.,5,3,3,1
" February 16, 2016",Great deal. The pitcher of beer is about 6 total beers. Appetizers were great. All that for 20 dolars is amazing.,Greg L.,5,7,2,1
" January 19, 2016",Great place! Great service!,Deborah L.,5,31,3,1
" January 8, 2016",Pool is free before 8PM so make sure to use the groupon after 8 if you want to utilize the most out of it!,Alyssa S.,5,8,5,1
" December 11, 2015",Parking isn't the best in the area however there's a lot to do in the area as well Both times I went was on a Thursday however one time was busy the other time was pretty much less crowded Nevertheless I enjoyed myself both times Service was good as well,Rebecca H.,5,14,11,1
" November 24, 2015","Love this place, the atmosphere is great",Jeannie T.,5,9,7,1
" November 3, 2015",Very cool place to relax!,Kambiz M.,5,6,3,1
" October 7, 2015",Great place,Steven P.,5,1,1,1
" September 8, 2015",Good costumer service,Helin M.,5,2,1,1
" August 28, 2015",Go early,Victor G.,5,8,5,1
" July 21, 2015",Great P,Justin-ryan S.,5,18,10,1
" June 25, 2015",It was alot of games and fun time it was a nice place,Kevin V.,5,27,22,1
" June 5, 2015",Have the nachos!,Jennyffer R.,5,2,1,1
" May 25, 2015",Very nice place,Isse M.,5,7,6,1
" February 12, 2015",Good spot to relax and play pool. Great beer selection too,John H.,5,1,1,1
" January 22, 2015",Go during happy hour (weekdays 4-8) and enjoy the free pool and cheap drinks! Save your groupon for after 8pm or for another day !,Joannie A.,5,3,2,1
" November 8, 2014","Great, patient and accommodating waitresses! Must go back.",Ryan M.,5,1,1,1
" October 13, 2014",Very good choice,Michelle R.,5,2,1,1
" October 1, 2014",Great place,Charina D.,5,11,10,1
" August 26, 2014","Appetizers are huge, here!",Mary R.,5,1,1,1
" August 19, 2014","Go during happy hour to get free pool, then use the Groupon to get another hour of pool!",Steven B.,5,2,1,1
" August 14, 2014",Very nice spot,Lourdes M.,5,6,3,1
" August 7, 2014",Nice place to hang out,Hector D.,5,1,1,1
" June 27, 2014","Good place, good vibes,  music is loud so don't expect intimate conversations....",Amelia S.,5,11,8,1
" April 4, 2014",Fun night,Veronica N.,5,5,4,1
" January 18, 2014",Nice place to spend evening drinking and playing pool. Recommend.,Andrey P.,5,2,1,1
" January 4, 2014",Awesome space. Good prices. Love catching UFC fights there.,Chris D.,5,4,2,1
" December 27, 2013","Great food, great service, what else can I say",Sagar P.,5,1,1,1
" October 18, 2013",Great spot!,Faith P.,5,4,2,1
" January 6, 2014",The threesome appetizer was cooked more as frozen food and tasted funny and the beer that was available with the Groupon voucher wasn't good either.,Marta,1,26,1,0
" March 8, 2018",I wasn’t fond of the servers/service. The food was great.... but I felt mistreated at this place.,Jabari G.,2,1,1,0
" April 29, 2017",Our waitress suck.,Suvat K.,1,7,1,0
" April 14, 2017",I called to make reservations for a corp event for 5 tables. was told reservatiosn would be needed as thursdays are not that busy. come to know thursdays are pool league nights!! we were given 2 tables instead of 5 that we paid for. when asked to be compensated an app or a pitcher of beer- server looked annoyed. service was lacking. wouldnt go back.,Julie,1,1,1,0
" March 16, 2017",I wouldn't recommend this place.,Nashawnya P.,1,2,1,0
" January 31, 2017","i took my fiancee out . i saw the pool hall on groupon service was horrible. I told the manager I had a Groupon.  I waited 10 min no waitress. a saw a couple to my left just come in waitress went straight to them. waited another 15 min. still no waitress so I told the manager where was my waitress, decided to not even bother and we left. I wouldn't recommend this place although the ambiance was nice I will never go back.",Eric B.,1,6,1,0
" December 20, 2016",customer service could be much better. Decor is great. Games are great. employees spend too much time talking amongst each other. Not a good look,Bekky,2,111,48,0
" May 26, 2015","The only problem that we had that our server told us that with the groupon we can have only domestic beer, which is  according to her are yengling and Coors light ... I never thought that Blue moon, Sam Adams and Anbrgy orchard come from oversees",Mariya S.,1,1,1,0
" June 5, 2014",Groupon did not specify that it only had one beer option and only one option for appetizer entree.,Edward C.,1,9,6,0
" January 29, 2014","The groupon description was incorrect, according to the manager.  He said he had spoken with groupon many times regarding this issue but that it wasn't being resolved on groupon's end.  The description said we could choose one appetizer, and one domestic draft beer(this was the reason I purchased the groupon) along with one hour of pool.  When we arrived, we were told we had no choice and that the groupon was for a bucket of four bud bottles.  While discussing the matter with the manager, who tried to press ""redeemed"" on my voucher WITHOUT my permission by the way, he agreed to a pitcher of Yuengling (the cheapest of the domestic drafts). Groupon should not = 2nd class customer.",Valerie G.,1,8,7,0
" January 21, 2014",The groupon was a lie. The bartender gave us the hour of pool for two but when it came to selecting the appetizer and beer she said we could only get Coors light for the beer and we couldn't pick our own appetizer. Do not buy this groupon!,Erik O.,1,11,4,0
